"","LibID","Library","SECTION","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl/RECLL","TOTAL #","PERCENT","MONTH","YEAR","CATEGORY","SUBCATEGORY"
"44","BV","Bridgeview Public Library","l",19,13,0,0,0,32,1.21716182965288e-05,"January",2011,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"45","BV","Bridgeview Public Library","jv",207,211,7,3,0,428,0.000162795394716072,"January",2011,"JUVENILE","JUVENILE VIDEO"
"46","BV","Bridgeview Public Library","yv",6,9,1,1,0,17,6.46617222003091e-06,"January",2011,"YOUNG ADULT","YOUNG ADULT VIDEO"
"47","BV","Bridgeview Public Library","v",1073,1063,76,54,0,2266,0.000861902720622943,"January",2011,"ADULT","AUDIO VISUAL"
"48","BV","Bridgeview Public Library","a",769,780,54,133,0,1736,0.000660310292586686,"January",2011,"ADULT","ADULT"
"49","BV","Bridgeview Public Library","jl",40,30,3,0,0,73,2.77665042389563e-05,"January",2011,"JUVENILE","JUV FOREIGN LANG"
"50","BV","Bridgeview Public Library","jm",19,7,1,0,0,27,1.02698029376961e-05,"January",2011,"JUVENILE","JUV PERIODICALS"
"51","BV","Bridgeview Public Library","y",35,37,10,8,0,90,3.42326764589872e-05,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"52","BV","Bridgeview Public Library","il",43,47,19,0,0,109,4.14595748225511e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"53","BV","Bridgeview Public Library","j",1726,1699,335,3,0,3763,0.00143130623905743,"January",2011,"JUVENILE","JUVENILE"
"54","BV","Bridgeview Public Library","j",289,352,18,46,0,705,0.000268155965595399,"January",2011,"JUVENILE","JUVENILE"
"55","BV","Bridgeview Public Library","y",139,197,26,8,0,370,0.000140734336553614,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"56","BV","Bridgeview Public Library","m",172,173,9,1,0,355,0.000135028890477116,"January",2011,"PERIODICALS","PERIODICALS"
"57","BV","Bridgeview Public Library","ym",8,2,4,0,0,14,5.32508300473134e-06,"January",2011,"YOUNG ADULT","YOUNG ADULT PERIODICALS"
"58","BW","Bellwood Public Library","an",942,921,184,12,0,2059,0.000783167564767273,"January",2011,"ADULT","ADULT NEW"
"59","BW","Bellwood Public Library","jn",41,44,5,0,0,90,3.42326764589872e-05,"January",2011,"JUVENILE","JUVENILE NEW"
"60","BW","Bellwood Public Library","j",1377,1290,156,7,0,2830,0.00107642749309926,"January",2011,"JUVENILE","JUVENILE"
"61","BW","Bellwood Public Library","total",2921,2806,445,55,1,6228,0.00236890121096191,"January",2011,"TOTAL","TOTAL"
"62","BY","Berwyn Public Library","total",19197,18521,1767,635,7,40127,0.0152628289807753,"January",2011,"TOTAL","TOTAL"
"63","BY","Berwyn Public Library","jn",31,27,2,0,0,60,2.28217843059914e-05,"January",2011,"JUVENILE","JUVENILE NEW"
"64","BY","Berwyn Public Library","j",8566,7290,879,39,0,16774,0.00638021016581167,"January",2011,"JUVENILE","JUVENILE"
"65","BY","Berwyn Public Library","il",20,15,13,17,0,65,2.47235996648241e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"66","BY","Berwyn Public Library","an",2203,2168,266,152,0,4789,0.00182155875068988,"January",2011,"ADULT","ADULT NEW"
"67","BY","Berwyn Public Library","ad",85,81,6,21,0,193,7.34100728509391e-05,"January",2011,"ADULT","ADULT DISPLAY"
"68","BZ","Brookfield Zoo -- Library","total",5,14,13,1,0,33,1.25519813682953e-05,"January",2011,"TOTAL","TOTAL"
"69","BZ","Brookfield Zoo -- Library","il",0,0,1,0,0,1,3.80363071766524e-07,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"70","CA","Calumet Park Public Library","j",119,110,20,1,0,250,9.5090767941631e-05,"January",2011,"JUVENILE","JUVENILE"
"71","CA","Calumet Park Public Library","total",699,738,233,2,0,1672,0.000635967055993628,"January",2011,"TOTAL","TOTAL"
"72","CC","Calumet City Public Library","total",6979,6784,1958,247,1,15969,0.00607401789303962,"January",2011,"TOTAL","TOTAL"
"73","CC","Calumet City Public Library","j",3453,3020,749,57,0,7279,0.00276866279938853,"January",2011,"JUVENILE","JUVENILE"
"74","CC","Calumet City Public Library","jn",64,50,8,0,0,122,4.64042947555159e-05,"January",2011,"JUVENILE","JUVENILE NEW"
"75","CC","Calumet City Public Library","il",21,13,21,0,0,55,2.09199689471588e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"76","CC","Calumet City Public Library","an",487,513,8,0,0,1008,0.000383405976340656,"January",2011,"ADULT","ADULT NEW"
"77","CH","Chicago Heights Public Library","total",2263,2070,480,82,0,4895,0.00186187723629714,"January",2011,"TOTAL","TOTAL"
"78","CH","Chicago Heights Public Library","y",74,76,15,3,0,168,6.3900996056776e-05,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"79","CH","Chicago Heights Public Library","an",516,516,26,14,1,1073,0.00040812957600548,"January",2011,"ADULT","ADULT NEW"
"80","CH","Chicago Heights Public Library","j",2160,1758,229,25,0,4172,0.00158687473540994,"January",2011,"JUVENILE","JUVENILE"
"81","CI","Cicero Public Library","jd",1,0,0,0,0,1,3.80363071766524e-07,"January",2011,"JUVENILE","JUVENILE DISPLAY"
"82","CI","Cicero Public Library","an",211,145,26,2,0,384,0.000146059419558345,"January",2011,"ADULT","ADULT NEW"
"83","CI","Cicero Public Library","j",9131,8524,561,84,1,18301,0.00696102457639916,"January",2011,"JUVENILE","JUVENILE"
"84","CI","Cicero Public Library","il",5,1,0,11,0,17,6.46617222003091e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"85","CI","Cicero Public Library","ad",21,5,2,1,0,29,1.10305290812292e-05,"January",2011,"ADULT","ADULT DISPLAY"
"86","CI","Cicero Public Library","total",10114,9736,1286,242,1,21379,0.00813178211129652,"January",2011,"TOTAL","TOTAL"
"87","CN","Clarendon Hills Public Library","a",1,1,1,0,0,3,1.14108921529957e-06,"January",2011,"ADULT","ADULT"
"88","CN","Clarendon Hills Public Library","j",235,235,0,0,0,470,0.000178770643730266,"January",2011,"JUVENILE","JUVENILE"
"89","CN","Clarendon Hills Public Library","a",889,867,109,4,0,1869,0.000710898581131633,"January",2011,"ADULT","ADULT"
"90","CN","Clarendon Hills Public Library","il",6,5,0,0,0,11,4.18399378943176e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"91","CN","Clarendon Hills Public Library","an",3,2,1,0,0,6,2.28217843059914e-06,"January",2011,"ADULT","ADULT NEW"
"92","CN","Clarendon Hills Public Library","j",213,159,26,0,0,398,0.000151384502563077,"January",2011,"JUVENILE","JUVENILE"
"93","CN","Clarendon Hills Public Library","j",2230,1931,311,20,0,4492,0.00170859091837523,"January",2011,"JUVENILE","JUVENILE"
"94","CN","Clarendon Hills Public Library","total",1792,1810,366,17,0,3985,0.0015157468409896,"January",2011,"TOTAL","TOTAL"
"95","CR","Chicago Ridge Public Library","j",242,250,25,15,0,532,0.000202353154179791,"January",2011,"JUVENILE","JUVENILE"
"96","CR","Chicago Ridge Public Library","total",4476,4279,886,144,0,9785,0.00372185265723544,"January",2011,"TOTAL","TOTAL"
"97","CR","Chicago Ridge Public Library","a",2176,2155,265,46,0,4642,0.0017656453791402,"January",2011,"ADULT","ADULT"
"98","CR","Chicago Ridge Public Library","j",3944,3277,504,78,0,7803,0.00296797304899419,"January",2011,"JUVENILE","JUVENILE"
"99","CR","Chicago Ridge Public Library","il",23,12,8,0,0,43,1.63556120859605e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"100","CR","Chicago Ridge Public Library","y",363,337,61,10,0,771,0.00029325992833199,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"101","CR","Chicago Ridge Public Library","y",92,79,17,11,1,200,7.60726143533048e-05,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"102","CT","Crete Public Library District","ad",21,18,6,0,0,45,1.71163382294936e-05,"January",2011,"ADULT","ADULT DISPLAY"
"103","CT","Crete Public Library District","j",5868,5177,1554,59,0,12658,0.00481463576242066,"January",2011,"JUVENILE","JUVENILE"
"104","CT","Crete Public Library District","il",16,16,1,16,0,49,1.86377905165597e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"105","CT","Crete Public Library District","jn",150,137,13,0,0,300,0.000114108921529957,"January",2011,"JUVENILE","JUVENILE NEW"
"106","CT","Crete Public Library District","an",1727,1615,339,53,0,3734,0.0014202757099762,"January",2011,"ADULT","ADULT NEW"
"107","CT","Crete Public Library District","total",4348,4211,1319,137,0,10015,0.00380933616374174,"January",2011,"TOTAL","TOTAL"
"108","CW","Crestwood Public Library District","il",5,1,4,0,0,10,3.80363071766524e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"109","CW","Crestwood Public Library District","j",1820,1500,214,8,0,3542,0.00134724600019703,"January",2011,"JUVENILE","JUVENILE"
"110","CW","Crestwood Public Library District","total",2349,2190,421,17,0,4977,0.00189306700818199,"January",2011,"TOTAL","TOTAL"
"111","CW","Crestwood Public Library District","a",182,154,37,2,0,375,0.000142636151912447,"January",2011,"ADULT","ADULT"
"112","DG","Downers Grove Public Library","total",40285,37804,4903,859,5,83856,0.0318957257460536,"January",2011,"TOTAL","TOTAL"
"113","DG","Downers Grove Public Library","yn",208,241,45,10,1,505,0.000192083351242095,"January",2011,"YOUNG ADULT","YOUNG ADULT NEW"
"114","DG","Downers Grove Public Library","j",25717,22074,2389,107,2,50289,0.0191280785160667,"January",2011,"JUVENILE","JUVENILE"
"115","DG","Downers Grove Public Library","an",4440,4399,738,54,1,9632,0.00366365710725516,"January",2011,"ADULT","ADULT NEW"
"116","DG","Downers Grove Public Library","il",165,133,148,154,0,600,0.000228217843059914,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"117","DO","Dolton Public Library District","jn",31,27,2,2,0,62,2.35825104495245e-05,"January",2011,"JUVENILE","JUVENILE NEW"
"118","DO","Dolton Public Library District","j",1268,1161,313,4,0,2746,0.00104447699507088,"January",2011,"JUVENILE","JUVENILE"
"119","DO","Dolton Public Library District","pl",66,69,9,0,0,144,5.47722823343795e-05,"January",2011,"ADULT","ADULT LOVE STORY"
"120","DO","Dolton Public Library District","f",657,746,229,5,0,1637,0.0006226543484818,"January",2011,"FICTION","FICTION"
"121","DO","Dolton Public Library District","total",2131,1979,604,88,0,4802,0.00182650347062285,"January",2011,"TOTAL","TOTAL"
"122","DO","Dolton Public Library District","an",397,318,32,42,0,789,0.000300106463623787,"January",2011,"ADULT","ADULT NEW"
"123","DO","Dolton Public Library District","pw",2,3,3,0,0,8,3.04290457413219e-06,"January",2011,"ADULT","ADULT WESTERN"
"124","DO","Dolton Public Library District","il",9,11,1,0,0,21,7.987624507097e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"125","EP","Elmwood Park Public Library","jr",3,2,2,0,0,7,2.66254150236567e-06,"January",2011,"JUVENILE","JUV RESERVE"
"126","EP","Elmwood Park Public Library","y",1387,1370,206,53,0,3016,0.00114717502444784,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"127","EP","Elmwood Park Public Library","il",20,18,1,25,0,64,2.43432365930575e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"128","EP","Elmwood Park Public Library","r",2,2,2,0,0,6,2.28217843059914e-06,"January",2011,"RESERVE","RESERVE"
"129","EP","Elmwood Park Public Library","b",117,105,21,1,0,244,9.28085895110319e-05,"January",2011,"ADULT","ADULT BIOGRAPHY"
"130","EP","Elmwood Park Public Library","j",2089,1832,387,5,0,4313,0.00164050592852902,"January",2011,"JUVENILE","JUVENILE"
"131","EP","Elmwood Park Public Library","total",3392,3186,686,40,0,7304,0.00277817187618269,"January",2011,"TOTAL","TOTAL"
"132","EP","Elmwood Park Public Library","jl",67,59,19,0,0,145,5.5152645406146e-05,"January",2011,"JUVENILE","JUV FOREIGN LANG"
"133","EP","Elmwood Park Public Library","yv",424,438,4,95,1,962,0.000365909275039396,"January",2011,"YOUNG ADULT","YOUNG ADULT VIDEO"
"134","EP","Elmwood Park Public Library","t",183,180,30,1,0,394,0.00014986305027601,"January",2011,"LARGE TYPE","LARGE TYPE"
"135","EP","Elmwood Park Public Library","js",15,11,4,0,0,30,1.14108921529957e-05,"January",2011,"PARENT TEACHER","PARENT TEACHER"
"136","EP","Elmwood Park Public Library","l",196,189,38,1,0,424,0.000161273942429006,"January",2011,"FOREIGN LANGUAGE","FOREIGN LANGUAGE"
"137","EP","Elmwood Park Public Library","jm",2,5,0,0,0,7,2.66254150236567e-06,"January",2011,"JUVENILE","JUV PERIODICALS"
"138","EP","Elmwood Park Public Library","m",225,185,18,1,0,429,0.000163175757787839,"January",2011,"PERIODICALS","PERIODICALS"
"139","EP","Elmwood Park Public Library","jb",71,63,14,0,0,148,5.62937346214456e-05,"January",2011,"JUVENILE","JUV BIOGRAPHY"
"140","EP","Elmwood Park Public Library","jv",2202,2110,12,51,0,4375,0.00166408843897854,"January",2011,"JUVENILE","JUVENILE VIDEO"
"141","EP","Elmwood Park Public Library","je",2346,1810,244,3,0,4403,0.00167473860498801,"January",2011,"JUVENILE","JUV PICTURE BOOKS"
"142","EP","Elmwood Park Public Library","v",4093,4013,23,130,1,8260,0.00314179897279149,"January",2011,"ADULT","AUDIO VISUAL"
"143","ES","Eisenhower Public Library District","j",9621,8306,956,62,1,18946,0.00720635875768856,"January",2011,"JUVENILE","JUVENILE"
"144","ES","Eisenhower Public Library District","jn",1231,1044,196,18,0,2489,0.000946723685626878,"January",2011,"JUVENILE","JUVENILE NEW"
"145","ES","Eisenhower Public Library District","an",3356,3237,682,80,0,7355,0.00279757039284278,"January",2011,"ADULT","ADULT NEW"
"146","ES","Eisenhower Public Library District","total",13183,11966,3153,926,4,29232,0.011118773313879,"January",2011,"TOTAL","TOTAL"
"147","EV","Evergreen Park Public Library","il",13,11,0,0,0,24,9.12871372239658e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"148","EV","Evergreen Park Public Library","j",4427,3703,382,41,1,8554,0.00325362571589085,"January",2011,"JUVENILE","JUVENILE"
"149","EV","Evergreen Park Public Library","an",1543,1434,197,10,0,3184,0.00121107602050461,"January",2011,"ADULT","ADULT NEW"
"150","EV","Evergreen Park Public Library","total",5890,5531,757,181,4,12363,0.00470242865624954,"January",2011,"TOTAL","TOTAL"
"151","EV","Evergreen Park Public Library","jn",1212,1076,118,5,0,2411,0.000917055366029089,"January",2011,"JUVENILE","JUVENILE NEW"
"152","FM","Flossmoor Public Library","j",4556,3624,585,47,0,8812,0.00335175938840661,"January",2011,"JUVENILE","JUVENILE"
"153","FM","Flossmoor Public Library","an",1626,1543,294,9,0,3472,0.00132062058517337,"January",2011,"ADULT","ADULT NEW"
"154","FM","Flossmoor Public Library","il",14,16,8,0,0,38,1.44537967271279e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"155","FM","Flossmoor Public Library","total",7505,7297,1037,107,1,15947,0.00606564990546076,"January",2011,"TOTAL","TOTAL"
"156","FP","Forest Park Public Library","j",3173,2556,455,59,0,6243,0.00237460665703841,"January",2011,"JUVENILE","JUVENILE"
"157","FP","Forest Park Public Library","jn",236,240,12,3,0,491,0.000186758268237363,"January",2011,"JUVENILE","JUVENILE NEW"
"158","FP","Forest Park Public Library","a",949,798,14,32,0,1793,0.000681990987677378,"January",2011,"ADULT","ADULT"
"159","FP","Forest Park Public Library","total",6442,6090,1240,122,1,13895,0.00528514488219585,"January",2011,"TOTAL","TOTAL"
"160","FP","Forest Park Public Library","j",231,220,7,10,0,468,0.000178009917586733,"January",2011,"JUVENILE","JUVENILE"
"161","FP","Forest Park Public Library","il",1,2,0,0,0,3,1.14108921529957e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"162","FP","Forest Park Public Library","jd",2,2,0,0,0,4,1.5214522870661e-06,"January",2011,"JUVENILE","JUVENILE DISPLAY"
"163","FP","Forest Park Public Library","an",1114,1246,15,30,0,2405,0.00091477318759849,"January",2011,"ADULT","ADULT NEW"
"164","FP","Franklin Park Public Library District","j",3173,2556,455,59,0,6243,0.00237460665703841,"January",2011,"JUVENILE","JUVENILE"
"165","FP","Franklin Park Public Library District","jn",236,240,12,3,0,491,0.000186758268237363,"January",2011,"JUVENILE","JUVENILE NEW"
"166","FP","Franklin Park Public Library District","a",949,798,14,32,0,1793,0.000681990987677378,"January",2011,"ADULT","ADULT"
"167","FP","Franklin Park Public Library District","total",6442,6090,1240,122,1,13895,0.00528514488219585,"January",2011,"TOTAL","TOTAL"
"168","FP","Franklin Park Public Library District","j",231,220,7,10,0,468,0.000178009917586733,"January",2011,"JUVENILE","JUVENILE"
"169","FP","Franklin Park Public Library District","il",1,2,0,0,0,3,1.14108921529957e-06,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"170","FP","Franklin Park Public Library District","jd",2,2,0,0,0,4,1.5214522870661e-06,"January",2011,"JUVENILE","JUVENILE DISPLAY"
"171","FP","Franklin Park Public Library District","an",1114,1246,15,30,0,2405,0.00091477318759849,"January",2011,"ADULT","ADULT NEW"
"172","FR","Frankfort Public Library District","j",9137,8124,717,52,0,18030,0.00685794618395043,"January",2011,"JUVENILE","JUVENILE"
"173","FR","Frankfort Public Library District","j",1177,1106,135,19,1,2438,0.000927325168966786,"January",2011,"JUVENILE","JUVENILE"
"174","FR","Frankfort Public Library District","a",4509,4435,563,134,2,9643,0.00366784110104459,"January",2011,"ADULT","ADULT"
"175","FR","Frankfort Public Library District","total",11098,10101,1130,174,1,22504,0.00855969056703386,"January",2011,"TOTAL","TOTAL"
"176","FR","Frankfort Public Library District","il",51,42,8,0,0,101,3.84166702484189e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"177","GA","Glenwood-Lynwood Public Library District -- Bookmobile","j",31,23,10,0,0,64,2.43432365930575e-05,"January",2011,"JUVENILE","JUVENILE"
"178","GA","Glenwood-Lynwood Public Library District -- Bookmobile","total",136,110,48,0,0,294,0.000111826743099358,"January",2011,"TOTAL","TOTAL"
"179","GP","Grande Prairie Public Library District","il",13,17,1,0,0,31,1.17912552247622e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"180","GP","Grande Prairie Public Library District","total",5659,5564,867,146,1,12237,0.00465450290920695,"January",2011,"TOTAL","TOTAL"
"181","GP","Grande Prairie Public Library District","y",475,398,70,27,0,970,0.000368952179613528,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"182","GP","Grande Prairie Public Library District","j",2194,1971,210,15,1,4391,0.00167017424812681,"January",2011,"JUVENILE","JUVENILE"
"183","GW","Glenwood-Lynwood Public Library District","m",56,50,16,0,0,122,4.64042947555159e-05,"January",2011,"PERIODICALS","PERIODICALS"
"184","GW","Glenwood-Lynwood Public Library District","v",2475,2449,370,131,0,5425,0.00206346966433339,"January",2011,"ADULT","AUDIO VISUAL"
"185","GW","Glenwood-Lynwood Public Library District","c",7,7,2,0,0,16,6.08580914826438e-06,"January",2011,"CAREER","CAREER"
"186","GW","Glenwood-Lynwood Public Library District","a",419,374,96,2,0,891,0.000338903496943973,"January",2011,"ADULT","ADULT"
"187","GW","Glenwood-Lynwood Public Library District","total",1559,1396,387,27,0,3369,0.00128144318878142,"January",2011,"TOTAL","TOTAL"
"188","GW","Glenwood-Lynwood Public Library District","ad",34,36,9,0,0,79,3.00486826695554e-05,"January",2011,"ADULT","ADULT DISPLAY"
"189","GW","Glenwood-Lynwood Public Library District","j",199,122,17,2,0,340,0.000129323444400618,"January",2011,"JUVENILE","JUVENILE"
"190","GW","Glenwood-Lynwood Public Library District","y",110,89,19,0,0,218,8.29191496451022e-05,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"191","GW","Glenwood-Lynwood Public Library District","y",530,438,76,22,0,1066,0.000405467034503115,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"192","GW","Glenwood-Lynwood Public Library District","jd",43,42,12,0,0,97,3.68952179613528e-05,"January",2011,"JUVENILE","JUVENILE DISPLAY"
"193","GW","Glenwood-Lynwood Public Library District","j",2052,1764,227,4,0,4047,0.00153932935143912,"January",2011,"JUVENILE","JUVENILE"
"194","GW","Glenwood-Lynwood Public Library District","il",21,8,2,26,0,57,2.16806950906919e-05,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"195","GW","Glenwood-Lynwood Public Library District","u",4,3,1,0,0,8,3.04290457413219e-06,"January",2011,"UNKNOWN","UNKNOWN"
"196","HA","Harvey Public Library District","total",2190,2074,387,56,0,4707,0.00179036897880503,"January",2011,"TOTAL","TOTAL"
"197","HA","Harvey Public Library District","j",41,48,2,0,0,91,3.46130395307537e-05,"January",2011,"JUVENILE","JUVENILE"
"198","HA","Harvey Public Library District","il",0,1,0,0,0,1,3.80363071766524e-07,"January",2011,"ILL RECEIVED","ILL RECEIVED"
"199","HA","Harvey Public Library District","j",738,672,150,5,0,1565,0.00059526820731461,"January",2011,"JUVENILE","JUVENILE"
"200","HA","Harvey Public Library District","an",0,1,0,0,0,1,3.80363071766524e-07,"January",2011,"ADULT","ADULT NEW"
"201","HA","Harvey Public Library District","a",246,229,56,30,0,561,0.00021338368326102,"January",2011,"ADULT","ADULT"
"202","HD","Hinsdale Public Library","total",10137,9806,1725,223,1,21892,0.00832690836711274,"January",2011,"TOTAL","TOTAL"
"203","HD","Hinsdale Public Library","j",10286,8464,1528,59,1,20338,0.00773582415358757,"January",2011,"JUVENILE","JUVENILE"
"204","HD","Hinsdale Public Library","a",2146,2105,464,32,0,4747,0.00180558350167569,"January",2011,"ADULT","ADULT"
"205","HD","Hinsdale Public Library","y",193,212,111,12,1,529,0.000201212064964491,"January",2011,"YOUNG ADULT","YOUNG ADULT"
"206","HD","Hinsdale Public Library","j",941,856,210,6,0,2013,0.000765670863466013,"January",2011,"JUVENILE","JUVENILE"
"207","HD","Hinsdale Public Library","y",1438,1503,169,50,1,3161,0.00120232766985398,"January",2011,"YOUNG ADULT","YOUNG ADULT"
