"","LibID","Library","Year","Month","Checkouts_Workflows","Checkouts_Self.Check","Checkouts_Unknown","Checkouts","Checkins","Renewals_Enterprise","Renewals_Workflows","Renewals_Self.Check","Renewals_SVA","Renewals_BookMyne","Renewals_Unknown","Renewals","Holds_Enterprise","Holds_Workflows","Holds_BookMyne","Holds_webcat","Holds","ILL_ALA_INST","ILL_ALA_OUTST","ILL_GROUPLOAN","ILL_ILLINETILL","ILL_NONSWANILL","ILL_OCLC_INST","ILL_OCLC_OUTST","ILL_RB_HOLDS","ILL_SHARE_ILL","ILL_SWAN","ILL_Loans","Patrons_Added","Checkouts_Mobile.Circ","Checkouts_Staff","Checkouts_Web.Services.Staff","Holds_Self.Check","Holds_TOTAL","ILL_ILCSO_ILL","ILL_TOTAL","ILL_UNKNOWN","Renewals_Auto.Renewal","Renewals_Mobile.Circ","Renewals_Staff"
"947","MAS","The Morton Arboretum -- Sterling Morton Library",2016,"December",114,0,0,114,,14,45,0,,0,0,59,25,9,0,,34,0,0,0,0,1,0,3,0,0,0,4,11,0,,,0,,,,0,,0,
"948","MAS","The Morton Arboretum -- Sterling Morton Library",2015,"November",80,0,0,80,140,5,30,0,,0,0,35,9,3,0,,12,0,0,0,0,0,0,2,0,0,0,2,5,,,,0,,0,,,,,
"949","MAS","The Morton Arboretum -- Sterling Morton Library",2016,"August",136,0,0,136,,6,23,0,0,0,0,29,22,27,0,,49,,,,,,,,,,,,56,0,,,0,,,,,,0,
"950","MAS","The Morton Arboretum -- Sterling Morton Library",2016,"October",104,0,0,104,,18,33,0,0,0,,51,20,15,0,,35,,,,,,,,,,,,11,0,,,0,,,,,,0,
"951","MCS","McCook Public Library District",2016,"January",1018,0,0,1018,1007,2,32,0,,0,0,34,7,184,0,,191,0,0,0,0,3,10,0,0,0,0,13,9,,,,0,,,,,,,
"952","MCS","McCook Public Library District",2016,"April",886,0,0,886,884,14,37,0,0,0,0,51,9,167,0,,176,0,0,0,0,0,3,0,0,0,0,3,11,0,,,0,,,,,,0,
"953","MCS","McCook Public Library District",2016,"November",1076,0,0,1076,1069,10,55,0,0,0,0,65,29,125,0,,154,0,0,0,0,0,10,0,0,2,1,13,6,0,,,0,,,,0,,0,
"954","MCS","McCook Public Library District",2015,"December",914,0,0,914,877,1,26,0,,0,0,27,1,152,0,,153,0,0,0,0,3,5,0,0,0,0,8,1,,,,0,,0,,,,,
"955","MCS","McCook Public Library District",2016,"May",957,0,0,957,913,2,88,0,0,0,0,90,17,151,0,,168,0,0,0,0,0,7,0,0,0,16,23,18,0,,,0,,0,,,,0,
"956","MCS","McCook Public Library District",2015,"September",1145,0,0,1145,1061,6,62,0,,0,0,68,13,237,0,,250,0,0,0,0,4,12,0,0,0,0,16,1,,,0,0,,,,,,,0
"957","MCS","McCook Public Library District",2016,"July",1342,0,0,1342,1322,7,61,0,0,0,0,68,26,244,0,,270,,,,,,,,,,,,12,0,,,0,,,,,,0,
"958","MCS","McCook Public Library District",2016,"August",1296,0,0,1296,,30,81,0,0,0,0,111,15,227,0,,242,,,,,,,,,,,,15,0,,,0,,,,,,0,
"959","MCS","McCook Public Library District",2015,"August",1193,0,0,1193,1140,0,39,0,0,0,0,39,7,139,0,,146,0,0,0,0,2,13,0,0,0,0,15,3,,,0,0,,,,,,,0
"960","MCS","McCook Public Library District",2015,"July",1229,0,0,1229,1193,2,37,0,,0,0,39,3,204,0,,207,0,0,0,0,1,6,0,0,0,0,7,1,,0,,,,,,,,,0
"961","MCS","McCook Public Library District",2015,"October",1122,0,0,1122,1091,3,50,0,,0,0,53,15,167,0,,182,0,0,0,0,2,7,0,0,0,0,9,1,,0,,0,,,,,,,0
"962","MCS","McCook Public Library District",2016,"September",1212,0,0,1212,,16,69,0,0,0,0,85,,,,,,,,,,,,,,,,,3,0,,,,,,,,,0,
"963","MCS","McCook Public Library District",2017,"February",820,0,0,820,821,31,84,0,0,0,0,115,38,174,0,,212,0,0,0,0,8,6,0,0,6,5,25,4,0,,,,,,,0,,0,
"964","MCS","McCook Public Library District",2015,"June",1082,0,1,1083,1055,6,62,0,,0,0,68,6,191,0,,197,0,0,0,0,1,9,0,0,0,0,10,6,,0,,,,,,0,,,
"965","MCS","McCook Public Library District",2015,"November",1119,0,0,1119,1097,1,57,0,,0,0,58,6,155,0,,161,0,0,0,0,0,2,0,0,0,0,2,,,,,0,,0,,,,,
"966","MCS","McCook Public Library District",2016,"October",1107,0,0,1107,,22,68,0,0,0,,90,13,160,0,,173,,,,,,,,,,,,4,0,,,0,,,,,,0,
"967","MCS","McCook Public Library District",2016,"June",1255,0,8,1263,1128,13,91,0,0,0,0,104,8,183,0,,191,0,0,0,0,3,6,0,0,5,32,46,20,0,,,0,,,,0,,0,
"968","MCS","McCook Public Library District",2017,"January",795,0,0,795,,35,67,0,0,0,,102,39,166,0,,205,,,,,,,,,,,,9,0,,,0,,,,,0,,
"969","MCS","McCook Public Library District",2016,"February",1199,0,0,1199,1096,2,70,0,,0,0,72,24,197,0,,221,0,0,0,0,1,8,0,0,0,0,9,11,0,,,0,,,,,,,
"970","MCS","McCook Public Library District",2016,"March",983,0,0,983,970,0,45,0,0,0,0,45,1,154,0,,155,0,0,0,0,1,11,0,0,0,0,12,2,0,,,0,,,,,,0,
"971","MCS","McCook Public Library District",2016,"December",787,0,2,789,,25,111,0,,0,0,136,34,185,0,,219,0,0,0,0,0,5,0,0,1,2,8,8,0,,,0,,,,0,,0,
"972","MCS","McCook Public Library District",2015,"May",1012,0,0,1012,993,0,44,0,0,0,0,44,4,125,0,0,129,0,0,0,0,1,11,0,0,0,0,12,3,,,,,,,,,,,
"973","MDS","Midlothian Public Library",2015,"October",6467,480,0,6947,5891,210,261,3,,0,0,474,388,323,0,,711,0,0,0,0,8,15,2,0,0,0,25,56,,0,,0,,,,,,,0
"974","MDS","Midlothian Public Library",2016,"October",7258,562,0,7820,,224,313,8,0,0,,545,577,317,1,,895,,,,,,,,,,,,62,0,,,0,,,,,,0,
"975","MDS","Midlothian Public Library",2016,"November",5434,463,0,5897,5594,243,227,4,0,0,0,474,493,291,0,,784,0,0,0,0,1,5,1,0,0,0,7,42,0,,,0,,,,0,,0,
"976","MDS","Midlothian Public Library",2016,"September",7761,580,0,8341,,260,277,8,0,0,0,545,,,,,,,,,,,,,,,,,63,0,,,,,,,,,0,
"977","MDS","Midlothian Public Library",2015,"July",6988,735,64,7787,8230,227,448,7,,0,0,682,455,281,0,,736,0,1,0,0,6,27,0,0,3,0,37,79,,0,,,,,,,,,0
"978","MDS","Midlothian Public Library",2016,"January",5957,664,0,6621,5440,188,203,2,,0,0,393,541,253,0,,794,0,0,0,0,9,10,7,0,0,0,26,50,,,,0,,,,,,,
"979","MDS","Midlothian Public Library",2015,"September",7884,609,0,8493,6362,254,369,2,,0,0,625,404,385,0,,789,0,1,0,0,11,21,2,0,1,0,36,62,,,0,0,,,,,,,0
"980","MDS","Midlothian Public Library",2016,"December",4558,274,186,5018,,196,156,0,,0,0,352,402,219,0,,621,0,0,0,0,4,13,5,0,1,0,23,33,0,,,0,,,,0,,0,
"981","MDS","Midlothian Public Library",2015,"December",6721,441,3,7165,6995,166,300,7,,0,0,473,409,270,0,,679,0,0,0,0,8,22,1,0,0,0,31,51,,,,0,,0,,,,,
"982","MDS","Midlothian Public Library",2017,"February",4525,383,0,4908,5201,197,224,2,0,2,0,425,503,257,2,,762,0,0,0,0,6,11,4,0,2,0,23,53,0,,,,,,,0,,0,
"983","MDS","Midlothian Public Library",2016,"March",5859,522,2,6396,7943,259,269,7,0,0,0,535,447,203,0,,650,0,0,0,0,12,13,3,0,2,0,30,51,13,,,0,,,,,,0,
"984","MDS","Midlothian Public Library",2015,"November",6461,477,6,6944,5652,244,243,1,,0,0,488,380,349,1,,730,0,0,0,0,12,11,1,0,0,0,24,51,,,,0,,0,,,,,
"985","MDS","Midlothian Public Library",2016,"July",6963,779,2,7744,6500,262,260,2,0,0,0,524,426,278,0,,704,,,,,,,,,,,,47,0,,,0,,,,,,0,
"986","MDS","Midlothian Public Library",2016,"August",7100,653,224,7977,,309,323,3,0,0,1,636,465,294,0,,759,,,,,,,,,,,,66,0,,,0,,,,,,0,
"987","MDS","Midlothian Public Library",2017,"January",5585,499,0,6084,,254,207,4,0,0,,465,544,219,7,,770,,,,,,,,,,,,30,0,,,0,,,,,0,,
"988","MDS","Midlothian Public Library",2015,"May",6225,623,1,6849,6791,240,320,2,0,0,0,562,573,249,0,0,822,0,0,0,0,7,13,3,0,0,0,23,81,,,,,,,,,,,
"989","MDS","Midlothian Public Library",2016,"April",6053,534,18,6619,5964,255,270,4,0,0,0,529,489,229,0,,718,0,0,0,0,9,20,10,0,5,0,44,39,14,,,0,,,,,,0,
"990","MDS","Midlothian Public Library",2015,"June",7500,774,40,8314,7789,287,334,6,,0,0,627,621,389,0,,1010,0,0,0,0,8,23,2,0,0,0,33,75,,0,,,,,,0,,,
"991","MDS","Midlothian Public Library",2016,"June",7516,836,1,8405,6116,276,254,3,0,0,0,535,469,284,0,,753,0,0,0,0,3,18,4,0,1,0,26,71,52,,,0,,,,0,,2,
"992","MDS","Midlothian Public Library",2016,"May",7084,493,0,7579,5065,261,265,3,0,0,0,529,425,189,0,,614,0,0,0,0,7,11,1,0,1,0,20,44,2,,,0,,0,,,,0,
"993","MDS","Midlothian Public Library",2016,"February",7210,551,0,7761,6660,203,219,7,,0,0,429,484,243,1,,728,0,0,0,0,12,10,6,0,0,0,28,45,0,,,0,,,,,,,
"994","MDS","Midlothian Public Library",2015,"August",7948,602,0,8550,6887,318,387,5,0,0,0,710,515,355,0,,870,0,2,0,0,9,12,0,0,0,0,23,72,,,0,0,,,,,,,0
"995","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"February",858,28,0,886,953,143,109,0,,0,0,252,210,35,0,,245,0,0,0,0,1,0,0,0,0,1,2,28,0,,,0,,,,,,,
"996","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"November",962,37,0,999,1066,118,142,0,,0,0,260,149,35,0,,184,0,0,0,0,0,0,0,0,0,0,0,45,,,,0,,0,,,,,
"997","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"June",1233,12,0,1245,1256,107,77,0,,0,0,184,267,78,0,,345,0,0,0,0,0,0,0,0,0,0,0,65,,0,,,,,,0,,,
"998","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"June",753,13,0,766,730,128,78,0,0,0,0,206,230,27,0,,257,0,0,0,0,0,0,0,0,0,0,0,58,0,,,0,,,,0,,0,
"999","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2017,"February",592,34,0,626,601,130,55,0,0,0,0,185,164,17,0,,181,0,0,0,0,0,0,0,0,0,0,0,35,0,,,,,,,0,,0,
"1000","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"May",1146,0,0,1146,1278,93,124,0,0,0,0,217,132,50,0,0,182,0,0,0,0,0,0,0,0,0,0,0,57,,,,,,,,,,,
"1001","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"October",796,29,0,825,,132,81,0,0,0,,213,189,10,0,,199,,,,,,,,,,,,81,0,,,0,,,,,,0,
"1002","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"January",987,25,0,1012,1075,115,85,0,,0,0,200,259,35,0,,294,0,0,0,0,1,0,0,0,0,0,1,42,,,,0,,,,,,,
"1003","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"March",774,26,0,800,1007,138,86,0,0,0,0,224,149,30,0,,179,0,0,0,0,0,0,0,0,0,0,0,52,0,,,0,,,,,,0,
"1004","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"October",1009,33,0,1042,1107,115,102,1,,0,0,218,166,31,0,,197,0,0,0,0,0,0,0,0,0,0,0,96,,0,,0,,,,,,,0
"1005","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"September",821,35,0,856,,96,50,0,0,0,0,146,,,,,,,,,,,,,,,,,121,0,,,,,,,,,0,
"1006","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"April",762,26,0,788,797,157,66,0,0,0,0,223,246,51,0,,297,0,0,0,0,0,0,0,0,0,0,0,38,0,,,0,,,,,,0,
"1007","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"July",1409,50,0,1459,1518,113,84,23,,0,0,220,233,53,0,,286,0,0,0,0,0,0,0,0,0,0,0,83,,0,,,,,,,,,0
"1008","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"July",732,23,0,755,784,100,82,0,0,0,0,182,218,20,0,,238,,,,,,,,,,,,50,0,,,0,,,,,,0,
"1009","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"December",950,14,0,964,1029,112,145,0,,0,0,257,125,33,0,,158,0,0,0,0,2,0,0,0,0,0,2,48,,,,0,,0,,,,,
"1010","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"November",682,4,1,687,764,79,77,0,0,0,0,156,87,12,0,,99,0,0,0,0,1,0,0,0,0,0,1,46,0,,,0,,,,0,,0,
"1011","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"August",794,32,0,826,,145,95,0,0,0,0,240,197,34,0,,231,,,,,,,,,,,,51,0,,,0,,,,,,0,
"1012","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"August",1259,54,1,1314,1397,132,122,2,0,0,0,256,204,64,0,,268,0,0,0,0,1,0,0,0,0,0,1,66,,,0,0,,,,,,,0
"1013","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"May",651,35,1,687,786,111,69,0,0,0,0,180,171,42,0,,213,0,0,0,0,0,0,0,0,0,0,0,33,0,,,0,,0,,,,0,
"1014","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2016,"December",526,24,24,574,,74,49,0,,0,0,123,129,9,0,,138,0,0,0,0,1,0,0,0,0,0,1,25,0,,,0,,,,0,,0,
"1015","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2015,"September",1030,41,0,1071,1100,87,83,1,,0,0,171,164,29,0,,193,0,0,0,0,0,0,0,0,0,0,0,83,,,0,0,,,,,,,0
"1016","MKS","Markham Public Library -- Bradford Anderson Oglesby Library",2017,"January",642,23,0,665,,105,67,2,0,0,,174,198,18,0,,216,,,,,,,,,,,,55,0,,,0,,,,,0,,
"1017","MPS","Melrose Park Public Library",2016,"October",3191,0,0,3191,,169,328,0,0,5,,502,423,379,2,,804,,,,,,,,,,,,77,0,,,0,,,,,,0,
"1018","MPS","Melrose Park Public Library",2015,"October",3975,0,13,3988,3825,167,316,0,,0,0,483,395,343,0,,738,0,0,0,0,9,14,3,0,2,0,28,70,,0,,0,,,,,,,0
"1019","MPS","Melrose Park Public Library",2016,"June",5211,0,0,5211,3531,152,299,0,0,0,0,451,517,335,4,,856,0,1,0,0,5,5,1,0,1,0,13,67,0,,,0,,,,0,,0,
"1020","MPS","Melrose Park Public Library",2015,"June",4222,0,1,4223,4233,149,357,0,,0,0,506,332,288,1,,621,0,0,0,0,5,12,0,0,0,0,17,83,,0,,,,,,0,,,
"1021","MPS","Melrose Park Public Library",2016,"January",2288,0,0,2288,1968,91,171,0,,0,0,262,354,330,0,,684,0,0,0,0,6,0,2,0,2,0,10,64,,,,0,,,,,,,
"1022","MPS","Melrose Park Public Library",2016,"September",2917,0,0,2917,,253,215,0,0,0,0,468,,,,,,,,,,,,,,,,,86,0,,,,,,,,,0,
"1023","MPS","Melrose Park Public Library",2016,"February",2944,0,0,2944,2684,200,261,0,,0,0,461,362,290,0,,652,0,0,0,0,4,15,0,0,1,0,20,48,0,,,0,,,,,,,
"1024","MPS","Melrose Park Public Library",2017,"February",2426,0,0,2426,2397,276,177,0,0,0,0,453,263,402,0,,665,0,1,0,0,4,9,0,0,2,0,16,77,0,,,,,,,0,,0,
"1025","MPS","Melrose Park Public Library",2016,"December",537,0,0,537,,116,81,0,,0,0,197,170,53,0,,223,0,0,0,0,1,0,0,0,0,0,1,10,0,,,0,,,,0,,0,
"1026","MPS","Melrose Park Public Library",2016,"August",5271,0,0,5271,,360,246,0,0,1,0,607,509,382,1,,892,,,,,,,,,,,,68,0,,,0,,,,,,0,
"1027","MPS","Melrose Park Public Library",2016,"May",3781,0,0,3781,2854,342,382,0,0,0,0,724,358,334,0,,692,0,0,0,0,2,4,2,0,1,0,9,45,0,,,0,,0,,,,0,
"1028","MPS","Melrose Park Public Library",2016,"April",2722,0,0,2722,2846,92,258,0,0,3,0,353,495,299,0,,794,0,0,0,0,5,6,1,0,0,0,12,62,0,,,0,,,,,,0,
"1029","MPS","Melrose Park Public Library",2016,"March",3014,0,0,3027,3062,201,357,0,0,3,0,568,370,334,0,,704,0,0,0,0,6,10,0,0,3,0,19,56,13,,,0,,,,,,7,
"1030","MPS","Melrose Park Public Library",2015,"November",1927,0,2,1929,2986,160,327,0,,0,0,487,450,227,0,,677,0,2,0,0,3,6,0,0,2,0,13,55,,,,0,,0,,,,,
"1031","MPS","Melrose Park Public Library",2015,"July",4107,0,3,4110,4357,172,310,0,,0,0,482,397,299,0,,696,0,2,0,0,6,12,2,0,0,0,22,65,,0,,,,,,,,,0
"1032","MPS","Melrose Park Public Library",2015,"May",3461,0,0,3461,3696,183,322,0,0,0,0,505,298,315,0,0,613,0,0,15,0,7,14,1,0,1,0,38,38,,,,,,,,,,,
"1033","MPS","Melrose Park Public Library",2016,"November",2553,0,0,2553,2877,337,265,0,0,0,0,602,384,306,3,,693,0,0,0,0,9,0,0,0,0,0,9,49,0,,,0,,,,0,,0,
"1034","MPS","Melrose Park Public Library",2015,"August",3320,0,1,3321,3356,177,288,0,0,0,0,465,342,271,0,,613,0,2,3,0,7,14,1,0,1,1,29,82,,,0,0,,,,,,,0
"1035","MPS","Melrose Park Public Library",2016,"July",4800,0,0,4800,3157,242,177,0,0,0,0,419,499,333,2,,834,,,,,,,,,,,,38,0,,,0,,,,,,0,
"1036","MPS","Melrose Park Public Library",2015,"September",3442,0,0,3442,3339,160,472,0,,0,0,632,344,326,0,,670,0,0,18,1,12,13,3,0,2,0,49,56,,,0,0,,,,,,,0
"1037","MPS","Melrose Park Public Library",2015,"December",631,0,0,631,908,84,79,0,,0,0,163,137,70,0,,207,0,0,0,0,0,0,0,0,0,0,0,12,,,,0,,0,,,,,
"1038","MPS","Melrose Park Public Library",2017,"January",1847,0,0,1847,,227,233,0,0,2,,462,453,326,0,,779,,,,,,,,,,,,31,0,,,0,,,,,0,,
"1039","MTS","Matteson Area Public Library District",2015,"November",4455,3806,1,8262,8302,469,1386,0,,0,0,1855,780,503,0,,1283,0,0,0,2,33,2,28,0,8,0,73,55,,,,0,,0,,,,,
"1040","MTS","Matteson Area Public Library District",2015,"June",8680,3468,78,12226,10215,520,1512,0,,0,1,2033,811,668,1,,1480,0,0,0,3,15,6,37,0,4,1,66,94,,0,,,,,,0,,,
"1041","MTS","Matteson Area Public Library District",2016,"July",4813,4410,0,9223,10129,601,1228,4,0,5,0,1838,738,523,3,,1264,,,,,,,,,,,,75,0,,,0,,,,,,0,
"1042","MTS","Matteson Area Public Library District",2016,"October",4911,3797,0,8708,,484,1277,49,0,5,,1815,639,438,22,,1099,,,,,,,,,,,,82,0,,,0,,,,,,0,
"1043","MTS","Matteson Area Public Library District",2015,"May",9350,0,2,9352,8950,469,1336,0,0,0,0,1805,799,649,0,0,1448,0,0,0,2,15,4,37,0,2,0,60,74,,,,,,,,,,,
"1044","MTS","Matteson Area Public Library District",2016,"August",4413,3203,12,7628,,505,1160,22,0,2,0,1689,547,581,16,,1144,,,,,,,,,,,,70,0,,,0,,,,,,0,
"1045","MTS","Matteson Area Public Library District",2015,"December",4477,3629,1,8107,8119,602,1323,0,,5,0,1930,744,554,0,,1298,0,0,0,6,24,5,40,0,4,0,79,41,,,,0,,0,,,,,
"1046","MTS","Matteson Area Public Library District",2016,"September",4680,3189,2,7871,,421,1157,1,0,7,0,1586,,,,,,,,,,,,,,,,,122,0,,,,,,,,,0,
"1047","MTS","Matteson Area Public Library District",2016,"January",6875,3901,0,10776,8482,549,1177,0,,0,0,1726,909,569,0,,1478,0,0,0,3,33,7,38,0,8,0,89,55,,,,0,,,,,,,
"1048","MTS","Matteson Area Public Library District",2015,"August",4825,4712,7,9544,9662,551,1650,19,0,2,0,2222,789,676,0,,1465,0,0,0,1,12,2,40,0,9,0,64,107,,,0,0,,,,,,,0
"1049","MTS","Matteson Area Public Library District",2016,"June",5846,5249,42,11137,9291,606,1198,1,0,5,1,1811,759,552,1,,1312,0,0,0,2,17,5,36,0,11,10,81,113,0,,,0,,,,0,,0,
"1050","MTS","Matteson Area Public Library District",2016,"May",6249,3600,1,9850,7736,553,1041,24,0,1,0,1619,794,535,2,,1331,0,0,0,1,21,9,28,0,12,4,75,50,0,,,0,,0,,,,0,
"1051","MTS","Matteson Area Public Library District",2016,"February",5844,3949,5,9798,10894,573,1188,0,,1,0,1762,1056,519,0,,1575,0,0,0,5,26,3,32,0,13,0,79,60,0,,,0,,,,,,,
"1052","MTS","Matteson Area Public Library District",2016,"November",8579,3641,0,12220,9381,515,1454,2,0,8,0,1979,636,558,5,,1199,0,0,0,2,9,4,35,0,5,8,63,75,0,,,0,,,,0,,0,
"1053","MTS","Matteson Area Public Library District",2017,"January",4782,3254,0,8036,,544,1225,1,0,10,,1780,849,556,13,,1418,,,,,,,,,,,,69,0,,,0,,,,,0,,
"1054","MTS","Matteson Area Public Library District",2016,"December",4387,2734,299,7420,,492,1143,1,,14,3,1653,783,451,16,,1250,0,0,0,0,33,3,17,0,4,0,57,43,0,,,0,,,,0,,0,
"1055","MTS","Matteson Area Public Library District",2016,"March",6169,4023,3,10195,9822,641,1323,1,0,6,0,1971,844,688,2,,1534,0,0,0,6,27,11,27,0,12,3,86,106,0,,,0,,,,,,0,
"1056","MTS","Matteson Area Public Library District",2015,"September",4088,5195,11,9294,9001,444,1397,0,,0,0,1841,920,617,0,,1537,0,0,0,4,37,4,41,0,9,0,95,173,,,0,0,,,,,,,0
"1057","MTS","Matteson Area Public Library District",2015,"July",5131,5863,8,11002,11169,634,1503,1,,2,0,2140,778,590,0,,1368,0,0,0,7,16,7,43,0,2,0,75,94,,0,,,,,,,,,0
"1058","MTS","Matteson Area Public Library District",2017,"February",5555,2739,1,8295,7860,522,1118,12,0,13,0,1665,691,633,1,,1325,0,0,0,2,39,1,20,0,13,4,79,65,0,,,,,,,0,,0,
"1059","MTS","Matteson Area Public Library District",2016,"April",5065,3230,5,8300,8298,557,1193,6,0,4,0,1760,800,552,6,,1358,0,0,0,1,30,6,52,0,12,8,109,57,0,,,0,,,,,,0,
"1060","MTS","Matteson Area Public Library District",2015,"October",4134,5177,18,9329,9111,534,1292,0,,0,0,1826,745,719,0,,1464,0,0,0,0,45,11,35,0,12,1,104,73,,0,,0,,,,,,,0
"1061","MWS","Maywood Public Library District",2015,"July",1540,0,37,1577,1629,138,210,0,,0,0,348,134,100,0,,234,0,0,0,0,7,0,0,0,2,0,9,84,,0,,,,,,,,,0
"1062","MWS","Maywood Public Library District",2016,"April",1319,0,41,1360,1496,257,120,0,0,0,0,377,166,63,0,,229,0,1,0,0,8,0,0,0,4,0,13,67,0,,,0,,,,,,0,
"1063","MWS","Maywood Public Library District",2017,"January",1474,0,24,1498,,213,124,0,0,0,,337,129,57,0,,186,,,,,,,,,,,,38,0,,,0,,,,,0,,
"1064","MWS","Maywood Public Library District",2016,"December",1225,0,46,1271,,204,120,0,,0,1,325,83,55,0,,138,0,0,0,0,8,0,0,0,2,0,10,14,0,,,0,,,,0,,0,
"1065","MWS","Maywood Public Library District",2016,"June",2139,0,36,2175,1294,187,199,0,0,0,0,386,149,86,0,,235,0,2,0,3,9,0,0,0,5,0,19,80,0,,,0,,,,0,,0,
"1066","MWS","Maywood Public Library District",2015,"August",1537,0,54,1591,1694,84,219,0,0,0,0,303,131,78,0,,209,0,0,0,0,5,0,0,0,0,0,5,113,,,0,0,,,,,,,0
"1067","MWS","Maywood Public Library District",2015,"October",1459,0,38,1497,1398,254,199,0,,0,0,453,138,73,0,,211,0,0,0,2,4,0,0,0,6,0,12,61,,0,,0,,,,,,,0
"1068","MWS","Maywood Public Library District",2015,"December",1576,0,44,1620,1347,261,191,0,,0,0,452,148,58,0,,206,0,0,0,1,9,0,0,0,3,0,13,38,,,,0,,0,,,,,
"1069","MWS","Maywood Public Library District",2016,"May",1422,0,37,1459,1282,202,164,0,0,0,0,366,126,48,0,,174,0,0,0,0,6,0,0,0,3,0,9,49,0,,,0,,0,,,,0,
"1070","MWS","Maywood Public Library District",2016,"November",1350,0,10,1360,1363,209,173,0,0,0,0,382,133,69,0,,202,0,0,0,1,13,0,0,0,4,0,18,32,0,,,0,,,,0,,0,
"1071","MWS","Maywood Public Library District",2016,"January",1889,0,33,1922,1306,169,143,0,,0,0,312,141,70,0,,211,0,0,0,2,11,0,0,0,4,0,17,45,,,,0,,,,,,,
"1072","MWS","Maywood Public Library District",2015,"May",1471,0,72,1543,1423,195,187,0,0,0,0,382,130,68,0,0,198,0,0,0,0,0,0,0,0,2,0,2,84,,,,,,,,,,,
"1073","MWS","Maywood Public Library District",2015,"June",1596,0,51,1647,1725,154,224,0,,0,0,378,159,79,0,,238,0,0,0,0,7,0,0,0,5,0,12,67,,0,,,,,,0,,,
"1074","MWS","Maywood Public Library District",2016,"July",1753,0,12,1765,1304,142,168,0,0,0,0,310,138,37,0,,175,,,,,,,,,,,,61,0,,,0,,,,,,0,
"1075","MWS","Maywood Public Library District",2016,"October",1821,0,5,1826,,231,184,0,0,0,,415,128,48,0,,176,,,,,,,,,,,,62,0,,,0,,,,,,0,
"1076","MWS","Maywood Public Library District",2017,"February",1236,0,6,1242,1189,186,138,0,0,0,0,324,134,62,0,,196,0,0,0,1,6,0,0,0,4,0,11,38,0,,,,,,,0,,0,
"1077","MWS","Maywood Public Library District",2016,"March",2750,0,41,2791,1704,254,221,0,0,0,0,475,144,94,0,,238,0,1,0,0,13,0,0,0,4,0,18,47,0,,,0,,,,,,0,
"1078","MWS","Maywood Public Library District",2015,"November",1553,0,46,1599,1505,150,164,0,,0,0,314,133,52,0,,185,0,0,0,1,7,0,0,0,5,0,13,44,,,,0,,0,,,,,
"1079","MWS","Maywood Public Library District",2016,"August",1588,0,25,1613,,240,118,0,0,0,0,358,148,42,0,,190,,,,,,,,,,,,59,0,,,0,,,,,,0,
"1080","MWS","Maywood Public Library District",2016,"September",1419,0,19,1438,,143,110,0,0,0,0,253,,,,,,,,,,,,,,,,,72,0,,,,,,,,,0,
"1081","MWS","Maywood Public Library District",2016,"February",1899,0,37,1936,1948,212,244,0,,0,0,456,133,66,0,,199,0,0,0,0,15,0,0,0,3,0,18,54,0,,,0,,,,,,,
"1082","MWS","Maywood Public Library District",2015,"September",1325,0,66,1391,1280,217,138,0,,0,0,355,121,84,0,,205,0,0,0,0,9,0,0,0,4,0,13,46,,,0,0,,,,,,,0
"1083","NLS","Northlake Public Library District",2016,"April",8793,1300,0,10093,10188,778,1053,29,0,0,0,1860,819,532,0,,1351,0,0,0,0,4,0,23,0,0,0,27,77,0,,,0,,,,,,0,
"1084","NLS","Northlake Public Library District",2015,"June",10991,1680,29,12700,12087,604,1183,11,,0,1,1799,858,711,0,,1569,0,0,0,0,2,0,29,0,0,0,31,131,,0,,,,,,0,,,
"1085","NLS","Northlake Public Library District",2016,"October",8602,1109,0,9711,,867,1210,3,0,0,,2080,814,457,0,,1271,,,,,,,,,,,,114,0,,,0,,,,,,0,
"1086","NLS","Northlake Public Library District",2015,"December",8405,922,4,9331,9489,536,1268,10,,0,0,1814,760,563,0,,1323,0,0,0,0,3,0,16,0,1,0,20,66,,,,0,,0,,,,,
