"","LibID","Library","Year","Month","Checkouts_Workflows","Checkouts_Self.Check","Checkouts_Unknown","Checkouts","Checkins","Renewals_Enterprise","Renewals_Workflows","Renewals_Self.Check","Renewals_SVA","Renewals_BookMyne","Renewals_Unknown","Renewals","Holds_Enterprise","Holds_Workflows","Holds_BookMyne","Holds_webcat","Holds","ILL_ALA_INST","ILL_ALA_OUTST","ILL_GROUPLOAN","ILL_ILLINETILL","ILL_NONSWANILL","ILL_OCLC_INST","ILL_OCLC_OUTST","ILL_RB_HOLDS","ILL_SHARE_ILL","ILL_SWAN","ILL_Loans","Patrons_Added","Checkouts_Mobile.Circ","Checkouts_Staff","Checkouts_Web.Services.Staff","Holds_Self.Check","Holds_TOTAL","ILL_ILCSO_ILL","ILL_TOTAL","ILL_UNKNOWN","Renewals_Auto.Renewal","Renewals_Mobile.Circ","Renewals_Staff"
"348","CIS","Cicero Public Library",2016,"October",15315,0,0,15315,,1408,1449,0,0,0,,2857,1609,482,3,,2094,,,,,,,,,,,,197,0,,,0,,,,,,0,
"349","CIS","Cicero Public Library",2015,"October",17614,0,81,17695,17432,1362,1643,0,,1,0,3006,1417,492,0,,1913,0,1,0,0,16,0,51,0,6,0,74,278,,0,,4,,,,,,,0
"350","CIS","Cicero Public Library",2017,"February",12986,0,0,12986,12473,1079,1111,0,0,1,0,2191,1363,465,1,,1829,0,0,0,0,14,0,59,0,6,0,79,217,0,,,,,,,0,,0,
"351","CIS","Cicero Public Library",2015,"August",18082,0,75,18157,19298,1436,1477,0,0,2,0,2915,1499,507,3,,2009,0,0,0,0,9,0,61,0,5,0,75,323,,,0,0,,,,,,,0
"352","CIS","Cicero Public Library",2016,"November",14588,0,1,14589,14438,1226,1353,0,0,0,0,2579,1287,476,1,,1764,0,0,0,0,26,0,42,0,1,0,69,145,0,,,0,,,,0,,0,
"353","CNS","Clarendon Hills Public Library",2016,"March",6603,0,3,6606,6656,1103,478,0,0,0,0,1581,722,429,0,,1151,0,0,0,0,7,25,3,0,1,0,36,29,0,,,0,,,,,,0,
"354","CNS","Clarendon Hills Public Library",2016,"April",6079,0,12,6091,6818,1059,508,0,0,0,0,1567,759,466,0,,1225,0,0,0,0,6,17,6,0,1,0,30,15,0,,,0,,,,,,0,
"355","CNS","Clarendon Hills Public Library",2016,"June",7760,0,82,7842,7562,861,500,0,0,0,0,1361,766,392,0,,1158,0,0,0,0,1,19,2,0,0,0,22,35,0,,,0,,,,0,,0,
"356","CNS","Clarendon Hills Public Library",2016,"July",7198,0,1,7199,7797,1154,566,0,0,0,0,1720,581,434,0,,1015,,,,,,,,,,,,34,0,,,0,,,,,,0,
"357","CNS","Clarendon Hills Public Library",2015,"July",7474,0,26,7500,8411,1057,670,0,,0,0,1727,684,340,0,,1024,0,0,0,0,5,13,2,0,3,0,23,27,,0,,,,,,,,,0
"358","CNS","Clarendon Hills Public Library",2016,"October",6450,0,3,6453,,903,435,0,0,0,,1338,685,372,0,,1057,,,,,,,,,,,,19,0,,,0,,,,,,0,
"359","CNS","Clarendon Hills Public Library",2015,"November",6097,0,55,6152,6641,979,560,0,,0,0,1539,531,312,0,,843,0,0,0,0,5,19,2,0,0,0,26,16,,,,0,,0,,,,,
"360","CNS","Clarendon Hills Public Library",2015,"June",8365,0,28,8393,7960,838,618,0,,0,0,1456,694,347,0,,1041,0,0,0,0,4,21,2,0,0,0,27,46,,0,,,,,,0,,,
"361","CNS","Clarendon Hills Public Library",2015,"October",6692,0,141,6833,6834,1004,514,0,,0,0,1518,621,425,0,,1046,0,0,0,0,8,30,3,0,1,0,42,22,,0,,0,,,,,,,0
"362","CNS","Clarendon Hills Public Library",2016,"May",5814,0,1,5815,6211,986,410,0,0,0,0,1396,707,403,0,,1110,0,0,0,0,3,14,3,0,0,0,20,14,0,,,0,,0,,,,0,
"363","CNS","Clarendon Hills Public Library",2016,"February",5842,0,1,5843,6213,880,604,0,,0,0,1484,726,299,0,,1025,0,0,0,0,5,22,5,0,0,0,32,22,0,,,0,,,,,,,
"364","CNS","Clarendon Hills Public Library",2015,"December",5143,0,1,5144,5767,932,481,0,,0,0,1413,570,318,0,,888,0,0,0,0,5,17,2,0,0,0,24,16,,,,0,,0,,,,,
"365","CNS","Clarendon Hills Public Library",2015,"August",7635,0,54,7689,8361,774,600,0,0,0,0,1374,756,384,0,,1140,0,0,0,0,8,32,3,0,1,0,44,37,,,0,0,,,,,,,0
"366","CNS","Clarendon Hills Public Library",2016,"December",4804,0,132,4936,,942,409,0,,0,0,1351,574,293,0,,867,0,0,0,0,5,21,4,0,0,0,30,17,0,,,0,,,,0,,0,
"367","CNS","Clarendon Hills Public Library",2015,"May",5823,0,27,5850,6407,789,480,0,0,0,0,1269,510,270,0,0,780,0,0,0,0,5,17,4,0,1,0,27,23,,,,,,,,,,,
"368","CNS","Clarendon Hills Public Library",2017,"February",5577,0,0,5577,5912,974,339,0,0,2,0,1315,694,372,0,,1066,0,0,0,0,5,15,3,0,0,0,23,27,0,,,,,,,0,,0,
"369","CNS","Clarendon Hills Public Library",2016,"September",6479,0,1,6480,,896,430,0,0,0,0,1326,,,,,,,,,,,,,,,,,28,0,,,,,,,,,0,
"370","CNS","Clarendon Hills Public Library",2017,"January",6366,0,1,6367,,1092,430,0,0,0,,1522,667,396,0,,1063,,,,,,,,,,,,24,0,,,0,,,,,0,,
"371","CNS","Clarendon Hills Public Library",2015,"September",6198,0,188,6386,6838,974,501,0,,0,0,1475,620,336,0,,956,0,0,0,0,4,18,3,0,2,0,27,24,,,0,0,,,,,,,0
"372","CNS","Clarendon Hills Public Library",2016,"January",6019,0,0,6019,5960,980,379,0,,0,0,1359,670,421,0,,1091,0,0,0,0,10,17,8,0,2,0,37,21,,,,0,,,,,,,
"373","CNS","Clarendon Hills Public Library",2016,"August",7444,0,29,7473,,884,514,0,0,0,0,1398,667,363,0,,1030,,,,,,,,,,,,33,0,,,0,,,,,,0,
"374","CNS","Clarendon Hills Public Library",2016,"November",6052,0,0,6052,6334,922,453,0,0,0,0,1375,590,389,0,,979,0,0,0,0,12,15,4,0,3,0,34,14,0,,,0,,,,0,,0,
"375","CRS","Chicago Ridge Public Library",2016,"January",9210,0,1,9211,7703,730,1167,0,,35,0,1932,798,693,10,,1501,0,0,29,0,18,0,1,0,5,0,53,46,,,,0,,,,,,,
"376","CRS","Chicago Ridge Public Library",2016,"May",6989,0,0,6989,7258,719,1072,0,0,12,0,1803,677,994,3,,1674,0,0,29,0,5,0,0,0,0,0,34,32,0,,,0,,0,,,,0,
"377","CRS","Chicago Ridge Public Library",2017,"February",7070,0,63,7133,6922,516,968,0,0,12,0,1496,634,557,0,,1191,0,0,8,0,30,0,0,0,3,0,41,43,0,,,,,,,0,,0,
"378","CRS","Chicago Ridge Public Library",2015,"June",11542,0,53,11595,10392,711,1158,0,,0,0,1869,756,920,0,,1676,0,0,36,0,8,0,0,0,5,0,49,75,,0,,,,,,0,,,
"379","CRS","Chicago Ridge Public Library",2016,"October",9151,0,0,9151,,685,1217,0,0,25,,1927,574,773,7,,1354,,,,,,,,,,,,56,0,,,0,,,,,,0,
"380","CRS","Chicago Ridge Public Library",2015,"September",9137,0,33,9170,8564,658,1119,0,,12,0,1789,692,598,19,,1309,0,1,30,0,30,0,0,0,3,0,64,79,,,0,0,,,,,,,0
"381","CRS","Chicago Ridge Public Library",2015,"December",8591,0,2,8593,8477,518,1335,0,,9,0,1862,560,654,1,,1215,0,0,29,0,7,0,0,0,1,0,37,30,,,,0,,0,,,,,
"382","CRS","Chicago Ridge Public Library",2015,"October",10255,0,38,10293,9498,770,1382,0,,25,0,2177,601,743,0,,1347,0,0,37,1,14,0,0,0,1,0,53,60,,0,,3,,,,,,,0
"383","CRS","Chicago Ridge Public Library",2016,"September",8161,0,39,8200,,437,931,0,0,29,0,1397,,,,,,,,,,,,,,,,,53,0,,,,,,,,,0,
"384","CRS","Chicago Ridge Public Library",2017,"January",7746,0,0,7746,,484,1045,0,0,27,,1556,738,588,15,,1341,,,,,,,,,,,,67,0,,,0,,,,,0,,
"385","CRS","Chicago Ridge Public Library",2016,"April",7781,0,0,7781,7740,723,1164,0,0,8,0,1895,680,583,24,,1287,0,0,16,0,23,0,0,0,4,0,43,36,0,,,0,,,,,,0,
"386","CRS","Chicago Ridge Public Library",2015,"November",9018,0,31,9049,8307,610,1264,0,,3,0,1877,623,748,0,,1371,0,0,34,0,22,0,0,0,2,0,58,38,,,,0,,0,,,,,
"387","CRS","Chicago Ridge Public Library",2016,"June",9638,0,0,9638,8369,850,1037,0,0,14,0,1901,622,601,6,,1229,0,0,35,0,3,0,0,0,2,1,41,79,0,,,0,,,,0,,0,
"388","CRS","Chicago Ridge Public Library",2015,"May",10084,0,0,10084,8231,625,1316,0,0,0,0,1941,628,609,0,0,1237,0,0,18,0,8,0,0,0,2,0,28,39,,,,,,,,,,,
"389","CRS","Chicago Ridge Public Library",2016,"February",8537,0,98,8635,8988,749,1062,0,,10,3,1824,660,593,10,,1263,0,0,36,0,13,0,0,0,3,0,52,56,0,,,0,,,,,,,
"390","CRS","Chicago Ridge Public Library",2016,"August",10154,0,26,10180,,440,976,0,0,22,0,1438,584,697,6,,1287,,,,,,,,,,,,69,0,,,0,,,,,,0,
"391","CRS","Chicago Ridge Public Library",2016,"December",6190,0,225,6415,,549,886,0,,12,3,1450,532,557,7,,1096,0,0,16,0,38,0,0,0,1,0,55,25,0,,,0,,,,0,,0,
"392","CRS","Chicago Ridge Public Library",2015,"August",8585,0,38,8623,8798,690,1102,0,0,0,0,1792,534,819,3,,1356,0,0,54,1,9,0,0,0,4,0,68,66,,,0,0,,,,,,,0
"393","CRS","Chicago Ridge Public Library",2016,"July",8881,0,1,8882,8859,664,1145,0,0,28,0,1837,696,682,18,,1396,,,,,,,,,,,,46,0,,,0,,,,,,0,
"394","CRS","Chicago Ridge Public Library",2016,"November",7707,0,0,7707,7830,538,1208,0,0,12,0,1758,597,507,10,,1114,0,0,15,1,68,0,0,0,3,0,87,37,0,,,0,,,,0,,0,
"395","CRS","Chicago Ridge Public Library",2015,"July",10479,0,43,10522,10738,917,1223,0,,0,0,2140,699,611,0,,1310,0,0,29,0,8,0,0,0,1,0,38,57,,0,,,,,,,,,0
"396","CRS","Chicago Ridge Public Library",2016,"March",9974,0,1,9975,9165,736,1140,0,0,20,0,1896,760,536,20,,1316,0,0,32,0,8,0,0,0,1,0,41,28,0,,,0,,,,,,0,
"397","CTS","Crete Public Library District",2016,"January",5622,4915,35,10572,9148,1149,1165,45,,0,0,2359,1047,838,0,,1885,0,0,0,0,17,39,2,0,1,6,65,50,,,,0,,,,,,,
"398","CTS","Crete Public Library District",2016,"July",5756,6382,16,12154,11956,1362,1294,88,0,1,0,2745,1042,557,0,,1599,,,,,,,,,,,,53,0,,,0,,,,,,0,
"399","CTS","Crete Public Library District",2015,"December",5546,4165,9,9720,9122,1145,1388,71,,24,0,2628,931,568,7,,1506,0,0,0,0,22,23,5,0,1,0,51,30,,,,0,,0,,,,,
"400","CTS","Crete Public Library District",2016,"October",6197,5149,21,11367,,768,726,72,0,10,,1576,931,780,8,,1719,,,,,,,,,,,,38,0,,,0,,,,,,0,
"401","CTS","Crete Public Library District",2016,"August",6833,4678,24,11535,,908,908,84,0,8,0,1908,968,692,6,,1666,,,,,,,,,,,,58,0,,,0,,,,,,0,
"402","CTS","Crete Public Library District",2016,"June",6315,7417,11,13743,11305,1171,1307,111,0,4,0,2593,979,622,0,,1601,0,0,0,0,14,22,2,0,2,0,40,62,0,,,0,,,,0,,0,
"403","CTS","Crete Public Library District",2015,"November",5196,4610,22,9828,10116,1097,1583,65,,9,0,2754,819,552,10,,1381,0,0,0,0,28,22,7,0,0,0,57,42,,,,0,,0,,,,,
"404","CTS","Crete Public Library District",2015,"July",7815,6886,39,14740,13814,1108,2122,127,,1,0,3358,932,610,1,,1543,0,0,0,0,4,22,3,0,2,0,31,58,,0,,,,,,,,,0
"405","CTS","Crete Public Library District",2017,"February",5401,4740,75,10216,10619,684,704,62,0,0,0,1450,1124,502,0,,1626,0,0,0,0,18,18,1,0,1,0,38,49,0,,,,,,,0,,0,
"406","CTS","Crete Public Library District",2015,"August",6783,4777,8,11568,11009,1064,1673,64,0,1,0,2802,805,674,4,,1483,0,0,0,0,10,22,4,0,0,0,36,87,,,0,0,,,,,,,0
"407","CTS","Crete Public Library District",2016,"December",4753,3655,395,8803,,833,753,41,,6,2,1635,963,480,10,,1453,0,0,0,0,26,30,2,0,3,0,61,22,0,,,0,,,,0,,0,
"408","CTS","Crete Public Library District",2016,"March",7007,5851,5,12887,12132,1329,1553,104,0,9,0,2999,986,837,0,,1823,0,0,0,0,13,26,2,0,1,14,56,41,24,,,0,,,,,,4,
"409","CTS","Crete Public Library District",2015,"September",6400,4523,23,10946,9756,972,1735,95,,42,0,2844,1005,693,15,,1713,1,0,0,0,14,23,1,0,0,0,39,75,,,0,0,,,,,,,0
"410","CTS","Crete Public Library District",2015,"June",7090,7236,93,14419,12326,1128,1726,103,,0,0,2957,955,622,0,,1577,1,0,0,0,5,41,7,0,3,7,64,70,,0,,,,,,0,,,
"411","CTS","Crete Public Library District",2015,"May",5237,3967,20,9224,9659,988,1661,83,0,0,0,2732,896,567,0,0,1463,1,0,0,0,4,30,6,0,0,0,41,48,,,,,,,,,,,
"412","CTS","Crete Public Library District",2017,"January",5116,5351,19,10486,,858,748,41,0,8,,1655,1265,584,2,,1851,,,,,,,,,,,,41,0,,,0,,,,,0,,
"413","CTS","Crete Public Library District",2015,"October",6588,5372,50,12010,10691,1190,1603,93,,14,0,2900,885,668,0,,1555,0,0,0,0,19,48,4,0,0,0,71,32,,0,,2,,,,,,,0
"414","CTS","Crete Public Library District",2016,"April",5692,4911,7,10611,10339,1325,1178,44,0,11,0,2558,802,537,1,,1340,0,0,0,0,8,29,6,0,1,0,44,39,1,,,0,,,,,,0,
"415","CTS","Crete Public Library District",2016,"November",5442,4784,24,10250,8883,756,731,123,0,2,0,1612,815,468,3,,1286,0,0,0,0,24,27,2,0,1,0,54,49,0,,,0,,,,0,,0,
"416","CTS","Crete Public Library District",2016,"February",6112,5072,25,11209,10606,1250,1310,56,,1,0,2617,933,709,9,,1651,0,0,0,0,25,29,6,0,1,0,61,44,0,,,0,,,,,,,
"417","CTS","Crete Public Library District",2016,"September",6322,4357,60,10739,,654,661,50,0,7,0,1372,,,,,,,,,,,,,,,,,89,0,,,,,,,,,0,
"418","CTS","Crete Public Library District",2016,"May",5363,4016,8,9387,9484,1155,1120,78,0,15,0,2368,924,557,3,,1484,0,0,0,0,12,34,7,0,2,0,55,48,0,,,0,,0,,,,0,
"419","CWS","Crestwood Public Library District",2016,"April",3007,0,0,3007,3016,133,373,0,0,0,0,506,371,224,0,,595,0,0,0,0,9,0,14,0,3,0,26,28,0,,,0,,,,,,0,
"420","CWS","Crestwood Public Library District",2015,"June",3961,0,14,3975,3727,195,365,0,,0,0,560,451,246,0,,697,0,0,0,0,7,0,8,0,2,0,17,46,,0,,,,,,0,,,
"421","CWS","Crestwood Public Library District",2015,"September",3306,0,0,3306,3345,114,290,0,,0,0,404,410,258,0,,668,0,0,0,0,7,0,15,0,1,0,23,46,,,0,0,,,,,,,0
"422","CWS","Crestwood Public Library District",2015,"August",3066,0,0,3066,3221,150,361,0,0,0,0,511,319,205,0,,524,0,0,0,0,3,0,9,0,1,0,13,54,,,0,0,,,,,,,0
"423","CWS","Crestwood Public Library District",2016,"February",3248,0,0,3248,3301,158,414,0,,0,0,572,446,219,0,,665,0,0,0,0,2,0,7,0,0,0,9,23,0,,,0,,,,,,,
"424","CWS","Crestwood Public Library District",2015,"December",2593,0,0,2593,2883,152,388,0,,0,0,540,320,145,0,,465,0,0,0,0,14,0,12,0,2,0,28,25,,,,0,,0,,,,,
"425","CWS","Crestwood Public Library District",2016,"January",3057,0,0,3057,2866,113,264,0,,0,0,377,461,252,1,,714,0,0,0,0,6,0,12,0,1,0,19,23,,,,0,,,,,,,
"426","CWS","Crestwood Public Library District",2017,"February",2639,0,0,2639,2777,162,275,0,0,3,0,440,352,176,0,,528,0,0,0,0,3,0,14,0,2,0,19,23,0,,,,,,,0,,0,
"427","CWS","Crestwood Public Library District",2016,"May",2866,0,0,2866,3279,147,378,0,0,0,0,525,441,262,0,,703,0,0,0,0,3,0,13,0,1,1,18,23,0,,,0,,0,,,,0,
"428","CWS","Crestwood Public Library District",2016,"December",2180,0,46,2226,,185,264,0,,0,0,449,366,145,0,,511,0,0,0,0,4,0,9,0,0,0,13,17,0,,,0,,,,0,,0,
"429","CWS","Crestwood Public Library District",2016,"September",2871,0,0,2871,,157,298,0,0,2,0,457,,,,,,,,,,,,,,,,,46,0,,,,,,,,,0,
"430","CWS","Crestwood Public Library District",2015,"July",3824,0,5,3829,4192,144,506,0,,0,0,650,399,247,0,,646,0,0,0,0,7,0,0,0,0,0,7,31,,0,,,,,,,,,0
"431","CWS","Crestwood Public Library District",2015,"May",2843,0,0,2843,3615,88,333,0,0,0,0,421,315,219,0,0,534,0,0,0,0,4,0,6,0,0,0,10,31,,,,,,,,,,,
"432","CWS","Crestwood Public Library District",2016,"July",2909,0,0,2909,3063,184,372,0,0,0,0,556,307,205,0,,512,,,,,,,,,,,,23,0,,,0,,,,,,0,
"433","CWS","Crestwood Public Library District",2015,"November",3260,0,7,3267,3537,161,414,0,,0,5,580,319,244,0,,563,0,0,0,0,4,0,15,0,0,0,19,26,,,,0,,0,,,,,
"434","CWS","Crestwood Public Library District",2016,"March",3068,0,0,3068,3206,175,489,0,0,0,0,664,465,235,0,,700,0,1,0,0,2,0,15,0,2,0,20,15,0,,,0,,,,,,0,
"435","CWS","Crestwood Public Library District",2016,"August",3083,0,4,3087,,119,382,0,0,0,1,502,396,194,0,,590,,,,,,,,,,,,30,0,,,0,,,,,,0,
"436","CWS","Crestwood Public Library District",2015,"October",3316,0,24,3340,3298,131,369,0,,0,0,500,321,232,0,,553,0,0,0,0,9,0,9,0,3,0,21,62,,0,,0,,,,,,,0
"437","CWS","Crestwood Public Library District",2016,"November",2990,0,0,2990,3016,217,361,0,0,1,0,579,345,194,0,,539,0,0,0,0,4,0,14,0,2,0,20,28,0,,,0,,,,0,,0,
"438","CWS","Crestwood Public Library District",2016,"October",2885,0,0,2885,,164,275,0,0,0,,439,391,169,0,,560,,,,,,,,,,,,29,0,,,0,,,,,,0,
"439","CWS","Crestwood Public Library District",2017,"January",2941,0,0,2941,,230,242,0,0,0,,472,464,214,0,,678,,,,,,,,,,,,27,0,,,0,,,,,0,,
"440","CWS","Crestwood Public Library District",2016,"June",3293,0,44,3337,3196,120,398,0,0,0,3,521,343,203,0,,546,0,0,0,0,3,0,19,0,1,0,23,34,0,,,0,,,,0,,0,
"441","DGS","Downers Grove Public Library",2016,"August",20100,53716,138,73954,,11180,3186,2171,0,207,3,16747,8875,3155,176,,12208,,,,,,,,,,,,242,0,,,2,,,,,,0,
"442","DGS","Downers Grove Public Library",2017,"February",15876,42581,8,58474,56753,10726,2369,1577,0,156,0,14828,8367,2668,95,,11130,0,0,0,8,146,0,338,0,10,0,502,147,9,,,,,,,0,,0,
"443","DGS","Downers Grove Public Library",2016,"January",17777,49214,2,66993,59300,10297,2532,1422,,25,0,14276,10550,3115,43,,13709,1,0,0,1,280,0,325,0,27,0,634,192,,,,1,,,,,,,
"444","DGS","Downers Grove Public Library",2016,"July",17941,60549,20,78510,73611,11748,3007,2271,0,127,0,17153,9058,2916,137,,12120,,,,,,,,,,,,219,0,,,9,,,,,,0,
"445","DGS","Downers Grove Public Library",2016,"November",19132,44223,4,63369,56516,10268,2417,1463,0,206,0,14355,8466,2539,126,,11139,0,0,0,4,210,0,361,0,16,0,591,135,10,,,8,,,,0,,1,
"446","DGS","Downers Grove Public Library",2016,"June",19406,60411,90,79907,68459,10619,2743,2146,0,202,2,15712,8729,3157,103,,12004,0,0,0,10,238,0,382,0,8,0,638,265,0,,,15,,,,0,,0,
"447","DGS","Downers Grove Public Library",2015,"November",19004,47095,12,66111,60007,9881,2962,1835,,15,0,14693,8026,2291,4,,10329,0,0,0,6,173,0,337,0,16,0,532,166,,,,8,,0,,,,,
"448","DGS","Downers Grove Public Library",2015,"December",16354,44125,42,60521,63346,9751,3078,1674,,9,0,14512,8398,2713,23,,11139,0,0,0,1,154,1,372,0,16,0,544,132,,,,5,,0,,,,,
"449","DGS","Downers Grove Public Library",2015,"July",19185,59291,46,78522,76437,9907,3591,1901,,17,2,15418,8643,2818,7,,11468,0,0,0,5,103,0,180,0,26,3,317,225,,0,,,,,,,,,0
"450","DGS","Downers Grove Public Library",2015,"May",15664,47892,9,63565,61398,7719,3423,1241,0,0,0,12383,7800,2257,0,0,10057,0,0,0,3,142,0,408,0,13,0,566,199,,,,,,,,,,,
"451","DGS","Downers Grove Public Library",2016,"April",18236,47708,4,65972,63043,11080,2777,1639,0,85,0,15585,8735,2841,65,,11644,0,0,0,1,318,0,417,0,16,0,752,165,24,,,3,,,,,,4,
"452","DGS","Downers Grove Public Library",2016,"September",17486,45584,21,63091,,10641,2649,1543,0,205,0,15038,,,,,,,,,,,,,,,,,206,0,,,,,,,,,0,
"453","DGS","Downers Grove Public Library",2015,"October",18813,48126,5,66944,61645,9305,2716,1539,,12,0,13572,8467,2422,12,,10906,0,0,0,0,130,0,391,0,24,0,545,186,,0,,5,,,,,,,0
"454","DGS","Downers Grove Public Library",2016,"February",17817,47862,10,65689,63460,9863,2536,1541,,43,0,13983,9422,3151,23,,12601,1,0,0,0,200,0,425,0,25,0,651,147,0,,,5,,,,,,,
"455","DGS","Downers Grove Public Library",2015,"June",20464,59601,17,80082,67608,8173,3051,1721,,0,0,12945,8742,2718,0,,11460,0,0,0,13,88,0,362,0,22,2,487,243,,0,,,,,,0,,,
"456","DGS","Downers Grove Public Library",2016,"December",18695,41297,294,60286,,11355,2844,1245,,235,3,15682,8064,2443,100,,10615,0,0,0,5,108,0,363,0,7,0,483,123,0,,,8,,,,0,,0,
"457","DGS","Downers Grove Public Library",2016,"October",18471,45568,4,64046,,10783,2722,1510,0,321,,15336,8192,2733,125,,11052,,,,,,,,,,,,179,3,,,2,,,,,,0,
"458","DGS","Downers Grove Public Library",2015,"September",18054,46576,5,64635,61219,9249,2769,1159,,12,0,13189,8104,2555,0,,10659,0,0,0,4,130,0,376,0,18,0,528,212,,,0,0,,,,,,,0
"459","DGS","Downers Grove Public Library",2016,"May",19233,45852,2,65107,59662,10286,2638,1452,0,126,0,14502,8592,2655,83,,11342,0,0,0,4,233,0,417,0,6,0,660,144,20,,,12,,0,,,,0,
"460","DGS","Downers Grove Public Library",2015,"August",19161,53688,4,72853,72826,9016,3266,1669,0,25,0,13976,9141,2855,14,,12010,0,0,0,0,88,0,362,0,12,0,462,243,,,0,0,,,,,,,0
"461","DGS","Downers Grove Public Library",2016,"March",19230,52014,4,71248,68415,11123,2877,1802,0,63,0,15865,9558,3083,22,,12672,1,0,0,2,308,0,429,0,16,0,756,169,0,,,9,,,,,,0,
"462","DGS","Downers Grove Public Library",2017,"January",16919,46670,11,63600,,11271,2453,1636,0,211,,15571,9849,3125,143,,13121,,,,,,,,,,,,209,0,,,4,,,,,0,,
"463","DOS","Dolton Public Library District",2016,"June",2036,0,5,2041,1798,177,361,0,0,0,0,538,292,133,0,,425,0,0,0,0,1,37,0,0,1,0,39,36,0,,,0,,,,0,,0,
"464","DOS","Dolton Public Library District",2016,"August",2072,0,8,2080,,191,413,0,0,0,0,604,365,133,0,,498,,,,,,,,,,,,79,0,,,0,,,,,,0,
"465","DOS","Dolton Public Library District",2016,"January",2158,0,0,2158,2007,110,539,0,,0,0,649,230,149,0,,379,0,0,0,0,3,35,0,0,0,0,38,49,,,,0,,,,,,,
"466","DOS","Dolton Public Library District",2015,"June",2509,0,8,2517,2344,159,377,0,,0,0,536,210,182,0,,392,0,1,0,0,3,20,12,0,1,0,37,96,,0,,,,,,0,,,
"467","DOS","Dolton Public Library District",2015,"September",2658,0,0,2658,2618,126,538,0,,0,0,664,224,140,0,,364,0,0,0,0,7,50,0,0,5,0,62,135,,,0,0,,,,,,,0
"468","DOS","Dolton Public Library District",2016,"May",1766,0,11,1777,1731,154,394,0,0,0,3,551,236,85,0,,321,0,0,0,0,2,28,0,0,0,0,30,52,0,,,0,,0,,,,0,
"469","DOS","Dolton Public Library District",2016,"March",2111,0,1,2112,2035,195,439,0,0,0,0,634,227,176,0,,403,0,0,0,0,3,38,0,0,1,0,42,55,0,,,0,,,,,,0,
"470","DOS","Dolton Public Library District",2016,"February",2122,0,0,2122,2154,156,379,0,,0,0,535,305,176,0,,481,0,0,0,0,2,29,0,0,2,0,33,58,0,,,0,,,,,,,
"471","DOS","Dolton Public Library District",2016,"September",2343,0,25,2368,,151,363,0,0,0,0,514,,,,,,,,,,,,,,,,,111,0,,,,,,,,,0,
"472","DOS","Dolton Public Library District",2016,"October",2392,0,12,2404,,254,376,0,0,0,,630,356,141,0,,497,,,,,,,,,,,,74,0,,,0,,,,,,0,
"473","DOS","Dolton Public Library District",2016,"December",1451,0,73,1524,,248,298,0,,0,0,546,328,95,0,,423,0,0,0,0,0,19,0,0,1,0,20,25,0,,,0,,,,0,,0,
"474","DOS","Dolton Public Library District",2015,"December",1971,0,1,1972,2021,157,526,0,,0,0,683,153,138,0,,291,0,0,0,0,5,21,0,0,5,9,40,38,,,,0,,0,,,,,
"475","DOS","Dolton Public Library District",2016,"April",1821,0,3,1824,2031,189,433,0,0,0,0,622,272,149,0,,421,0,0,0,0,2,24,0,0,2,0,28,50,0,,,0,,,,,,0,
"476","DOS","Dolton Public Library District",2015,"May",2176,0,1,2177,2295,167,442,0,0,0,0,609,240,215,0,0,455,0,0,0,0,2,0,29,0,1,0,32,75,,,,,,,,,,,
"477","DOS","Dolton Public Library District",2016,"July",1906,0,4,1910,1997,225,337,0,0,0,0,562,362,170,0,,532,,,,,,,,,,,,53,0,,,0,,,,,,0,
"478","DOS","Dolton Public Library District",2016,"November",2072,0,15,2087,2119,250,354,0,0,0,0,604,368,102,0,,470,0,0,0,0,1,26,0,1,2,0,30,73,0,,,0,,,,0,,0,
"479","DOS","Dolton Public Library District",2017,"January",1738,0,4,1742,,284,240,0,0,0,,524,259,94,0,,353,,,,,,,,,,,,48,0,,,0,,,,,0,,
"480","DOS","Dolton Public Library District",2015,"November",2481,0,1,2482,2385,135,524,0,,0,0,659,189,136,0,,325,0,0,0,0,3,20,0,0,0,0,23,82,,,,0,,0,,,,,
"481","DOS","Dolton Public Library District",2017,"February",1460,0,1,1461,1600,224,241,0,0,0,0,465,202,52,0,,254,0,0,0,0,1,9,0,0,0,1,11,47,0,,,,,,,0,,0,
"482","DOS","Dolton Public Library District",2015,"October",2797,0,0,2797,2640,154,453,0,,0,0,607,227,143,0,,370,0,0,0,0,1,43,0,0,3,0,47,121,,0,,0,,,,,,,0
"483","DOS","Dolton Public Library District",2015,"July",2497,0,0,2497,2491,172,509,0,,0,0,681,247,216,0,,463,0,0,0,0,2,18,0,0,1,0,21,87,,0,,,,,,,,,0
"484","DOS","Dolton Public Library District",2015,"August",2209,0,0,2209,2146,203,442,0,0,0,0,645,225,168,0,,393,0,0,0,1,6,26,0,0,1,0,34,114,,,0,0,,,,,,,0
"485","EPS","Elmwood Park Public Library",2016,"January",11451,1774,11,13236,12453,854,678,38,,0,0,1570,2173,833,2,,3008,0,0,0,0,15,0,28,0,3,0,46,88,,,,0,,,,,,,
"486","EPS","Elmwood Park Public Library",2016,"November",9653,1956,15,11624,12040,1034,770,102,0,39,0,1945,1412,704,7,,2123,0,0,0,0,9,0,42,0,4,0,55,59,0,,,0,,,,0,,0,
