"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"882","NRS","North Riverside Public Library District","XBR","https://catalog.swanlibraries.net/nrs","November",2013,94,"nrs",1690,1638,470,32,0,3830,0.00193165959820472,"NRS North Riverside",13,0,7,7,0,2,0,7,0,6,2,0,0,6,0,4,0,12,0,1,1,13,0,0,0,0,13,3,8,1,9,0,5,3,5,3,3,0,3,0,21,4,5,0,,,2,2,16,0,4,1,0,0,6,2,7,4,9,1,0,4,0,0,0,5,0,13,1,1,1,2,1,19,2,28,4,1,0,9,1,7,1,2,0,0,0,5,0,6,2,0,,4,1,5,0,0,0,6,3,0,0,2,0,34,0,21,4,,,3,0,2,10,0,3,3,1,0,1,1,6,1,1,0,4,0,4,2,0,0,11,0,6,2,0,0,2,1,6,0,0,4,3,3,0,1,0,0,4,1,1,0,20,3,0,0,5,1,6,2,2,0,17,5,564,,,,,,,,,,280,14
"883","OES","Oak Park Public Library -- Dole Branch Library","XBR","https://catalog.swanlibraries.net/oes","November",2013,45,"oes",17,5,6,0,0,28,1.41217934072407e-05,"OES Oak Park Dole",18,5,14,6,0,2,2,12,7,15,5,5,3,3,4,9,1,5,2,3,0,21,5,0,0,0,24,4,7,1,7,7,4,2,22,3,4,4,0,3,49,13,3,1,,,17,6,20,4,8,6,0,0,28,4,14,4,14,11,0,7,2,4,3,5,4,24,11,5,3,8,1,25,6,31,16,2,2,32,11,10,2,6,0,1,0,10,2,6,0,0,,6,2,18,8,0,0,8,2,2,0,0,0,41,7,0,0,,,0,0,4,13,4,9,8,2,4,1,0,7,6,0,0,14,2,7,0,0,0,7,1,19,4,4,1,4,3,13,4,0,2,3,0,2,1,0,0,16,5,1,0,30,14,0,0,7,5,30,2,3,1,39,14,1090,,,,,,,,,,,13
"884","OLS","Oak Lawn Public Library","XBR","https://catalog.swanlibraries.net/ols","November",2013,522,"ols",6046,6480,2030,82,0,14638,0.00738267185339965,"OLS Oak Lawn",51,7,48,12,0,8,4,35,17,37,9,6,3,13,0,23,2,26,5,8,3,112,4,0,0,0,72,14,19,4,53,7,15,3,48,8,19,4,11,1,182,12,17,2,,,41,14,122,11,32,6,0,0,34,5,34,4,57,15,0,41,3,27,2,15,3,51,12,13,3,25,3,87,13,150,14,5,0,51,8,30,7,32,2,0,0,36,4,30,2,0,,23,1,63,7,0,0,23,4,9,6,6,2,0,0,136,30,,,20,2,10,55,4,45,12,7,3,5,3,22,21,1,0,19,0,17,2,0,0,20,8,44,6,7,0,15,5,30,2,0,14,7,9,2,6,3,0,37,14,7,0,61,34,0,2,18,10,66,19,14,2,105,23,3116,,,,,,,,,,1367,175
"885","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","November",2013,740,,,,,,,,,"OPS Oak Park Main",115,9,102,26,0,12,5,87,30,91,21,17,6,32,8,88,4,67,2,36,8,196,22,0,0,0,196,34,44,9,109,26,23,14,87,20,37,24,24,12,388,38,41,8,,,91,42,228,26,62,31,0,0,93,20,101,22,124,32,0,76,7,42,6,39,10,159,35,24,12,54,10,206,42,319,32,15,11,144,32,98,20,53,5,10,0,70,5,42,8,0,,41,10,131,27,5,0,55,17,27,14,0,0,420,30,0,0,,,0,0,43,123,7,94,36,13,4,3,2,65,15,8,3,88,14,45,7,0,0,26,9,101,23,11,2,39,8,58,4,0,29,11,15,9,12,5,0,92,23,15,3,174,70,0,4,65,17,197,29,14,4,289,30,7311,,,,,,,,,,,290
"886","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","November",2013,80,"ozs",1,0,1,0,0,2,1.00869952908862e-06,"OZS Oak Park Maze",43,5,26,7,0,15,7,22,5,30,9,5,1,4,5,16,2,11,1,3,3,48,12,1,0,0,48,13,12,6,33,7,9,4,26,5,9,8,14,2,116,24,8,5,,,26,8,64,10,25,10,0,0,34,8,24,7,46,8,0,26,5,16,5,10,1,38,21,8,4,29,5,58,14,68,13,6,0,43,16,27,11,6,1,1,0,16,4,18,8,0,,16,6,43,11,6,0,22,3,4,2,0,0,110,15,0,0,,,0,0,17,34,3,26,11,9,0,3,1,16,8,1,2,19,4,15,4,0,0,7,3,44,10,5,4,14,2,13,3,0,15,7,2,2,4,0,0,33,11,4,2,58,22,0,2,22,6,60,17,7,4,83,14,2269,,,,,,,,,,,32
"887","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","November",2013,53,"pcs",816,692,300,9,0,1817,0.000916403522177016,"PCS Prairie State College",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,2,0,1,0,3,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,2,0,0,0,2,0,5,0,5,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8,0,0,0,2,0,73,,,,,"pcs",94,0,3452,3546,140,91
"888","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","November",2013,418,"pfs",6093,6049,1150,250,2,13544,0.00683091321098817,"PFS Park Forest",29,3,22,7,0,7,2,17,5,32,2,6,1,5,2,24,2,21,3,11,2,72,4,0,0,0,76,4,14,4,33,6,6,0,26,2,7,4,12,2,126,11,14,5,,,20,25,40,5,21,6,0,0,46,4,23,8,39,8,0,29,2,24,2,10,0,33,3,10,3,23,1,68,4,89,4,6,2,35,2,33,2,13,1,0,0,18,0,4,2,0,,12,2,58,14,0,0,17,5,7,4,10,0,143,6,84,7,,,16,3,9,0,0,32,2,2,0,7,1,27,5,1,0,18,0,8,1,0,0,13,10,15,4,5,1,16,3,18,1,0,9,1,3,1,4,0,0,30,1,1,1,49,16,0,0,4,3,71,3,7,2,61,10,2163,,,,,,,,,,299,74
"889","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","November",2013,200,"phs",5110,5196,1358,145,0,11809,0.00595586636950378,"PHS Palos Heights",29,3,14,11,0,5,1,12,5,22,4,5,1,11,6,10,0,8,1,6,0,23,3,0,0,0,52,5,7,0,26,4,6,2,37,1,11,0,7,4,43,9,5,2,,,21,7,31,4,11,11,0,0,13,6,19,8,20,4,0,11,2,6,0,2,1,20,2,7,1,16,5,22,7,42,15,4,3,20,9,19,6,11,3,1,0,14,0,12,5,0,,13,6,39,8,0,0,4,3,8,3,10,2,77,8,69,30,,,13,8,2,15,5,0,0,6,0,0,0,12,5,0,0,16,0,10,2,0,0,5,2,12,3,3,0,3,4,9,3,0,5,9,3,4,1,1,0,19,8,2,1,24,19,0,1,10,3,24,9,5,4,47,12,1451,,,,,,,,,,580,39
"890","PPS","Palos Park Public Library","XBR","https://catalog.swanlibraries.net/pps","November",2013,128,"pps",844,829,321,10,0,2004,0.0010107169281468,"PPS Palos Park",5,5,13,1,0,1,3,6,4,4,2,0,0,6,0,3,0,6,0,0,1,7,1,0,0,0,17,6,2,0,4,4,1,1,7,0,3,4,0,1,21,6,1,0,,,4,1,10,2,1,1,0,0,5,2,4,2,5,3,0,4,2,0,1,2,1,9,1,2,1,5,0,9,1,15,4,3,1,9,1,3,4,6,0,0,0,4,0,3,2,0,,2,1,5,1,0,0,4,2,1,1,0,2,26,2,6,4,,,2,1,0,4,1,4,7,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,7,1,1,1,1,2,2,1,0,2,2,1,2,0,0,0,1,2,0,1,9,9,0,0,4,2,7,0,2,0,15,2,442,,,,,,,,,,587,19
"891","PSS","University Park Public Library District","XBR","https://catalog.swanlibraries.net/pss","November",2013,183,"pss",365,350,94,4,0,813,0.000410036358574526,"PSS University Park",0,2,4,1,0,0,0,0,1,1,1,0,0,2,1,15,0,4,0,3,0,6,0,0,0,0,6,0,6,2,7,1,1,0,0,0,2,1,0,0,10,3,0,0,,,4,0,6,0,0,2,0,0,2,0,2,0,2,2,0,4,0,4,0,1,0,3,0,0,0,0,0,5,1,12,0,0,0,1,0,1,3,2,1,0,0,2,0,1,0,0,,0,0,11,2,0,0,0,0,1,0,0,0,14,0,0,0,,,2,0,0,10,0,3,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,1,1,1,0,2,0,2,1,1,0,0,1,0,1,0,3,6,0,0,2,0,8,0,0,0,5,2,230,,,,,,,,,,225,22
"892","PTS","Prairie Trails Public Library District","XBR","https://catalog.swanlibraries.net/pts","November",2013,380,"pts",3446,3581,769,110,0,7906,0.00398738923848733,"PTS Prairie Trails",16,4,20,6,0,5,2,15,9,18,5,7,1,3,1,10,2,20,0,6,1,70,4,0,0,0,38,6,5,6,27,3,3,2,20,4,11,4,3,4,81,7,9,2,,,21,17,56,11,19,9,0,0,12,6,18,8,31,6,0,17,6,24,2,5,1,19,1,4,4,15,0,30,5,41,55,9,1,27,11,20,4,14,4,3,0,10,3,10,2,2,,7,1,19,9,0,0,17,1,5,1,6,3,82,9,53,24,,,8,6,8,25,3,9,8,5,4,0,0,0,0,1,1,13,4,9,1,0,0,7,8,7,4,3,0,7,1,9,6,0,4,1,1,3,4,0,0,14,8,3,0,38,20,0,0,8,3,48,6,4,0,47,12,1641,,,,,,,,,,1468,105
"893","RDS","Riverdale Public Library District","XBR","https://catalog.swanlibraries.net/rds","November",2013,240,"rds",1977,1946,154,23,0,4100,0.00206783403463168,"RDS Riverdale",5,1,7,0,0,1,0,6,1,8,0,2,1,0,0,11,0,7,0,1,0,9,0,0,0,0,17,1,10,1,13,0,0,0,5,0,1,0,0,0,22,0,1,0,,,7,7,11,1,2,1,0,0,6,0,4,3,6,0,0,8,1,3,0,6,1,8,1,0,0,3,0,15,0,25,4,0,0,2,2,4,0,4,0,0,0,12,0,4,1,0,,3,0,8,1,0,0,3,1,1,1,0,0,22,1,20,1,,,5,0,0,5,1,5,0,0,0,2,0,6,0,0,0,0,1,2,0,0,0,5,2,3,1,0,0,4,0,5,0,0,0,0,1,0,1,0,0,3,0,0,0,12,3,0,0,2,0,15,1,4,0,15,1,450,,,,,,,,,,301,74
"894","RFS","River Forest Public Library","XBR","https://catalog.swanlibraries.net/rfs","November",2013,214,"rfs",4072,4060,820,136,1,9089,0.00458403500994326,"RFS River Forest",15,3,15,10,0,4,4,19,3,17,3,5,0,6,2,5,1,8,6,6,4,33,8,0,0,0,47,12,6,4,12,4,10,0,17,5,8,4,4,2,69,13,6,3,,,16,10,36,7,14,9,0,0,13,4,28,7,26,9,0,11,6,9,0,3,3,33,5,6,5,2,4,30,7,42,9,2,0,35,10,11,3,7,2,0,0,11,2,11,2,0,,9,5,16,5,0,0,11,2,3,8,4,1,71,5,65,17,,,8,3,7,19,2,15,7,7,2,0,1,15,5,0,1,0,0,9,2,0,0,4,3,17,4,2,0,1,4,5,1,0,11,6,2,1,2,0,0,17,8,2,3,30,16,0,0,10,4,31,8,9,1,50,8,1438,,,,,"rfs",54,153,1,208,386,29
"895","RGS","River Grove Public Library District","XBR","https://catalog.swanlibraries.net/rgs","November",2013,254,"rgs",2147,2038,392,65,1,4643,0.00234169595677924,"RGS River Grove",7,1,12,3,0,1,0,5,1,12,7,2,0,2,0,5,1,8,0,3,0,18,1,0,0,0,13,2,4,0,8,0,2,0,4,2,3,0,2,1,37,0,4,0,,,8,4,24,1,6,1,0,0,5,0,6,0,9,2,0,5,0,5,0,3,0,8,1,3,0,3,0,14,1,30,2,0,0,4,1,2,1,9,0,0,0,3,0,2,0,0,,4,2,7,1,0,0,10,1,1,1,1,0,25,1,20,3,,,0,0,4,6,1,3,2,1,0,0,1,4,2,0,0,6,0,0,0,0,0,2,4,5,0,1,0,1,0,1,0,0,2,1,1,1,11,0,0,4,1,0,0,20,2,0,0,6,1,13,0,3,1,15,2,539,,,,,,,,,,286,21
"896","ROS","William Leonard Public Library District","XBR","https://catalog.swanlibraries.net/ros","November",2013,,"ros",12,13,1,3,0,29,1.46261431717851e-05,"ROS William Leonard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26,,,,,,,,,,3,8
"897","RPS","Richton Park Public Library District","XBR","https://catalog.swanlibraries.net/rps","November",2013,66,"rps",2483,2525,592,100,0,5700,0.00287479365790258,"RPS Richton Park",17,1,7,2,0,3,3,10,1,5,5,3,0,4,1,11,1,8,2,3,0,27,1,0,0,0,28,6,4,2,17,3,2,0,13,1,4,2,0,1,32,8,0,0,,,7,2,22,5,6,4,0,0,9,1,4,3,13,2,0,10,3,7,0,4,0,12,1,7,3,8,2,21,5,23,4,2,0,7,4,3,1,2,0,0,0,4,0,2,0,0,,5,2,16,4,0,0,5,1,0,2,0,2,33,2,22,10,,,5,0,4,22,2,5,4,0,0,1,1,4,3,0,0,2,0,1,0,0,0,0,0,9,1,1,0,4,0,12,0,0,4,2,2,1,1,1,0,4,1,2,2,12,5,0,0,4,1,12,2,1,2,18,1,714,,,,,"rps",45,0,0,45,325,60
"898","RSS","Riverside Public Library","XBR","https://catalog.swanlibraries.net/rss","November",2013,384,"rss",2078,2054,678,34,0,4844,0.00244307025945265,"RSS Riverside",15,3,15,9,0,7,0,16,4,16,1,2,1,3,2,6,0,4,1,2,1,31,5,0,0,0,24,5,16,3,18,6,7,0,18,3,6,4,5,3,58,5,6,1,,,17,7,34,3,8,4,0,0,18,4,9,3,23,1,0,16,1,7,1,6,0,23,4,3,0,10,3,25,6,59,4,1,0,28,7,16,1,8,4,4,0,11,0,10,3,0,,15,1,19,11,0,0,7,2,8,4,2,3,77,6,72,7,,,14,3,2,26,0,16,2,2,4,0,0,11,6,0,1,20,0,6,1,0,0,5,1,0,0,1,0,5,2,5,0,0,2,2,1,1,7,0,0,14,2,2,0,33,14,0,2,13,2,29,5,2,0,37,5,1264,,,,,,,,,,468,48
"899","SAS","Summit Public Library District","XBR","https://catalog.swanlibraries.net/sas","November",2013,,"sas",444,430,181,13,0,1068,0.000538645548533326,"SAS Summit",0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,2,1,1,0,2,2,0,1,1,0,3,0,0,1,5,1,0,1,,,0,0,6,0,3,0,0,0,3,0,2,0,3,1,0,1,0,0,0,0,0,5,2,0,0,0,0,1,0,1,2,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,,0,0,2,0,0,0,1,0,0,0,1,0,6,2,2,4,,,2,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,4,1,0,0,5,5,134,,,,,,,,,,12,48
"900","SFS","Stickney-Forest View Public Library District","XBR","https://catalog.swanlibraries.net/sfs","November",2013,14,"sfs",2336,2262,350,73,0,5021,0.00253234016777699,"SFS Stickney-Forest View",1,1,3,1,0,1,2,8,2,8,4,1,0,2,0,12,1,5,1,4,0,15,1,0,0,0,11,1,3,4,14,1,0,1,8,1,1,2,1,2,26,6,2,0,,,9,5,15,1,5,1,0,0,6,4,12,0,9,3,0,4,1,6,1,3,0,11,2,2,0,6,1,6,1,25,3,0,0,12,1,12,3,12,0,0,0,3,1,9,0,0,,2,1,11,2,0,0,4,2,2,1,3,1,20,2,22,4,,,4,2,1,10,2,8,3,1,1,1,0,6,4,0,0,4,0,2,1,0,0,2,1,8,5,0,0,0,0,7,0,0,4,2,0,1,0,0,0,5,4,1,0,9,2,0,0,3,2,7,4,2,0,15,6,569,,,,,"sfs",7,0,0,7,81,33
"901","SHS","South Holland Public Library","XBR","https://catalog.swanlibraries.net/shs","November",2013,222,"shs",4497,4295,1172,81,0,10045,0.00506619338484762,"SHS South Holland",16,1,11,6,0,2,1,13,3,14,1,8,3,3,0,12,0,12,1,4,0,26,4,0,0,0,28,10,5,3,15,3,3,1,10,2,4,2,4,0,45,2,8,0,,,9,6,25,2,8,8,0,0,15,0,15,0,21,3,0,13,1,9,3,2,0,21,6,1,2,10,1,34,6,51,5,1,0,15,1,18,4,11,0,0,0,10,0,3,2,0,,6,1,18,5,1,0,8,1,1,1,6,1,58,3,31,9,,,12,0,7,13,1,12,1,0,0,1,2,7,1,2,0,12,0,5,1,0,0,3,5,11,4,2,1,10,3,0,0,0,7,0,3,1,5,0,0,10,1,4,1,24,9,0,2,11,2,38,3,1,0,43,5,1064,,,,,,,,,,638,105
"902","SPS","Schiller Park Public Library","XBR","https://catalog.swanlibraries.net/sps","November",2013,136,"sps",1726,1684,365,6,0,3781,0.00190694645974205,"SPS Schiller Park",3,2,4,0,0,1,2,5,3,3,1,0,0,0,1,3,0,2,0,0,0,12,1,0,0,0,1,3,3,1,4,5,0,1,3,0,2,1,1,0,17,1,2,0,,,9,5,6,2,3,1,0,0,0,0,4,3,3,1,0,2,0,2,1,1,0,3,2,0,0,4,0,5,6,7,3,1,0,8,1,2,0,2,0,0,0,1,0,0,0,0,,1,0,4,3,0,0,2,1,1,0,0,0,20,0,10,3,,,3,0,1,2,1,2,4,0,0,0,0,3,1,1,0,1,0,3,1,0,0,1,1,1,0,0,0,4,1,1,2,0,0,0,0,0,1,0,0,2,1,0,0,6,4,0,0,1,0,6,2,1,0,3,4,286,,,,,,,,,,490,50
"903","STS","Steger-South Chicago Heights Public Library District","XBR","https://catalog.swanlibraries.net/sts","November",2013,32,"sts",1214,1200,233,17,0,2664,0.00134358777274605,"STS Steger-S. Chicago Heights",3,3,7,4,0,2,0,2,1,10,0,0,0,0,1,11,1,2,0,6,0,17,0,0,0,0,5,8,3,2,10,4,1,0,4,2,2,1,0,3,17,6,5,0,,,2,3,11,2,11,3,0,0,2,0,4,4,11,3,0,6,0,4,0,2,1,9,8,1,1,6,3,11,4,14,2,1,0,4,1,5,1,1,0,0,0,3,0,5,1,0,,8,0,11,4,0,0,8,1,1,2,2,1,12,3,13,5,,,2,0,0,5,1,7,3,0,0,3,1,7,2,0,1,2,1,1,1,0,0,5,2,10,1,1,0,0,2,5,0,0,3,2,0,0,1,0,0,3,1,1,1,5,9,0,0,4,2,12,0,2,1,17,4,495,,,,,"sts",97,0,0,97,67,27
"904","SVS","Nancy L. McConathy Public Library District","XBR","https://catalog.swanlibraries.net/svs","November",2013,1,"svs",999,977,80,90,0,2146,0.00108233459471209,"SVS Nancy McConathy",3,0,3,1,0,1,0,4,0,10,1,0,0,0,0,9,0,2,0,4,2,6,0,0,0,0,10,0,0,2,2,2,2,0,2,0,1,0,0,0,8,0,0,1,,,2,3,5,0,7,0,0,0,0,0,2,0,3,0,0,2,2,3,0,0,0,1,1,2,0,3,0,4,0,9,1,0,1,4,0,1,0,1,0,0,0,1,0,4,0,0,,0,0,8,0,1,0,3,0,0,0,0,0,5,2,0,2,,,2,0,0,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,4,1,1,0,2,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,13,1,0,0,2,0,2,0,0,0,3,2,208,,,,,"svs",1,0,0,1,23,36
"905","TBS","Tinley Park Public Library -- Bookmobile","XBR","","November",2013,19,"tbs",619,545,86,5,0,1255,0.000632958954503112,"TBS Tinley Park bookmobile",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,2,0,1,3,0,0,0,0,2,0,0,,0,0,2,0,0,0,0,0,0,0,1,0,4,0,1,0,,,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,7,2,70,,,,,,,,,,42,
"906","TFS","Thomas Ford Memorial Library","XBR","https://catalog.swanlibraries.net/tfs","November",2013,270,"tfs",3652,3494,877,59,1,8083,0.00407665914681168,"TFS Thomas Ford",34,4,19,18,0,7,3,16,10,24,11,4,2,9,2,7,0,13,2,2,8,39,10,0,0,0,47,10,7,7,24,10,3,3,28,3,13,12,5,5,102,16,7,5,,,15,13,35,13,21,7,0,0,26,6,20,5,32,13,0,22,6,5,4,3,0,38,9,5,3,13,4,24,9,59,9,1,1,45,18,25,7,15,6,0,0,21,5,10,6,0,,13,1,22,11,0,0,9,4,8,1,10,8,92,14,66,19,,,16,3,4,29,3,27,9,5,2,1,0,20,5,1,0,15,5,10,4,0,0,10,6,24,7,2,2,9,3,7,6,0,11,3,6,3,4,3,0,0,0,3,1,39,27,0,0,14,4,52,7,6,3,86,23,1938,,,,,,,,,,640,37
"907","THS","Thornton Public Library","XBR","https://catalog.swanlibraries.net/ths","November",2013,1,"ths",389,392,78,3,0,862,0.000434749497037197,"THS Thorton",0,0,1,1,0,1,0,1,2,0,1,1,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,3,0,1,1,0,0,1,1,0,0,4,0,0,0,,,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,1,1,0,0,0,5,0,3,1,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,2,,,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,5,1,97,,,,,,,,,,56,11
"908","TPS","Tinley Park Public Library","XBR","https://catalog.swanlibraries.net/tps","November",2013,438,"tps",17339,16928,4299,193,1,38760,0.0195485968737375,"TPS Tinley Park",73,11,79,31,0,6,9,72,23,63,16,12,4,27,4,33,3,35,6,18,4,110,28,0,0,0,127,27,23,9,79,25,13,8,65,10,26,15,16,4,224,25,22,3,,,51,38,122,23,65,14,0,0,68,14,52,19,68,25,0,50,8,36,8,18,3,82,37,20,8,32,4,122,17,187,36,10,4,83,23,40,19,36,4,0,0,37,6,29,7,0,,39,4,82,25,0,0,44,12,11,16,17,7,252,36,183,52,,,41,9,14,96,6,42,32,12,3,2,1,33,17,3,0,37,3,25,8,0,0,23,10,48,14,8,5,18,5,49,6,0,38,13,13,11,13,4,0,49,25,8,1,0,0,0,1,34,14,147,21,12,2,165,53,4887,,,,,,,,,,784,155
"909","TTS","South Suburban College -- Learning Resources Center","SSC","https://catalog.swanlibraries.net/tts","November",2013,11,"tts",332,387,136,2,0,857,0.000432227748214476,"TTS South Suburban College",2,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,0,2,1,4,0,0,0,0,0,1,0,2,0,4,1,0,0,,,3,3,8,1,3,0,0,0,1,0,4,0,1,0,0,0,1,3,2,3,0,1,0,0,1,2,0,2,0,7,0,1,0,5,1,1,0,0,0,0,0,0,0,3,0,0,,1,0,5,0,0,0,3,0,0,0,1,0,6,1,7,0,,,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,6,1,3,0,0,0,3,0,153,,,,,,,,,,130,69
"910","WCS","Westchester Public Library","XBR","https://catalog.swanlibraries.net/wcs","November",2013,361,"wcs",2822,2888,745,39,0,6494,0.00327524737095076,"WCS Westchester",17,0,8,5,0,6,2,17,3,20,3,10,2,5,0,8,1,10,1,12,5,40,4,0,0,0,28,10,9,1,15,6,4,1,24,4,6,1,5,3,60,4,13,0,,,20,9,36,5,17,4,0,0,16,9,13,4,23,4,0,15,2,12,2,10,1,24,7,6,2,20,4,32,5,78,7,1,0,26,6,19,5,7,0,0,0,16,2,8,2,0,,13,1,32,8,0,0,18,1,4,2,7,2,71,7,60,12,,,15,4,5,27,0,19,8,0,2,1,0,9,3,0,0,13,0,6,3,0,0,5,0,12,8,1,0,12,1,11,2,0,9,2,5,1,2,1,0,18,1,2,1,30,15,0,0,0,0,44,6,3,5,48,5,1455,,,,,,,,,,887,41
"911","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","November",2013,310,"wms",9799,9942,2445,395,1,22582,0.0113892263829397,"WMS Westmont",32,3,22,11,0,6,7,34,8,37,13,10,0,11,2,21,3,16,4,12,1,57,5,0,0,0,39,14,15,5,39,8,3,5,24,6,10,7,4,4,122,23,14,1,,,24,14,67,8,26,12,0,0,26,3,14,5,32,7,0,19,2,13,3,14,2,37,18,9,2,20,8,48,10,100,11,4,1,55,19,25,5,8,4,0,0,18,3,14,4,0,,10,4,37,6,0,0,16,1,8,5,9,4,114,7,85,19,,,17,5,8,26,4,21,7,4,0,3,1,14,6,2,2,14,5,8,0,0,0,11,0,23,5,5,0,14,0,18,3,0,6,7,4,2,5,3,0,23,8,2,0,48,17,0,1,13,2,0,0,4,1,80,18,2167,,,,,,,,,,460,101
