"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","rosj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"573","TBS","Tinley Park Public Library -- Bookmobile","XBR","","July",2014,"29","tbs",774,730,111,12,0,1627,0.000649737808630451,"TBS Tinley Park bookmobile",0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,2,0,0,0,1,0,1,0,2,0,2,0,0,0,4,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,58,,,,0,,,,,,,,,,,,90,
"574","TFS","Thomas Ford Memorial Library","XBR","https://catalog.swanlibraries.net/tfs","July",2014,"266","tfs",6497,6264,1290,63,0,14114,0.00563638563676102,"TFS Thomas Ford",35,7,19,14,0,4,1,30,8,27,6,4,2,7,2,12,2,13,5,5,2,51,7,0,0,0,60,10,7,11,24,6,3,6,24,8,9,4,9,1,116,21,6,1,15,15,68,9,27,8,0,0,27,10,27,7,39,5,0,25,3,14,0,5,3,29,9,10,2,17,3,30,9,56,13,2,1,55,8,34,6,17,9,0,0,6,2,16,5,0,11,5,25,3,3,0,16,7,6,5,8,2,79,7,101,34,21,10,6,31,3,32,8,3,1,0,0,23,7,2,0,17,6,7,6,,5,2,32,14,2,3,14,9,13,3,0,7,8,6,0,2,0,0,0,0,3,3,55,27,0,2,18,3,61,9,6,7,69,16,2129,,,,0,,,,,,,,,,,,499,41
"575","THS","Thornton Public Library","XBR","https://catalog.swanlibraries.net/ths","July",2014,"3","ths",469,466,133,2,0,1070,0.000427301447593474,"THS Thorton",0,0,1,0,0,1,0,5,2,0,1,1,0,0,0,1,0,1,0,0,0,5,0,0,0,0,5,0,2,0,3,0,0,0,1,0,0,0,0,0,9,1,1,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,11,0,8,0,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,,1,1,2,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,1,0,0,7,0,0,0,1,1,1,0,0,0,3,0,122,,,,0,,,,,,,,,,,,34,7
"576","TPS","Tinley Park Public Library","XBR","https://catalog.swanlibraries.net/tps","July",2014,"635","tps",18956,18716,4814,202,2,42690,0.0170481297175378,"TPS Tinley Park",80,11,67,32,0,23,5,51,31,69,13,23,1,23,6,29,9,52,4,18,2,128,13,0,0,0,127,23,20,8,72,13,16,6,55,14,32,11,10,5,275,40,32,5,51,39,162,13,58,14,0,0,55,16,59,17,108,26,0,42,7,40,6,29,3,60,20,30,14,42,6,120,29,186,38,7,1,98,22,85,14,43,3,0,0,23,4,45,5,0,21,8,63,16,10,3,48,7,16,13,13,10,282,23,245,54,42,14,23,81,5,59,34,9,5,1,2,25,10,12,0,31,12,21,5,,30,17,45,24,5,1,19,16,37,4,0,29,10,9,4,16,2,0,44,11,7,2,0,0,0,2,28,10,96,18,12,2,175,20,5012,,,,0,,,,,,,,,,,,984,233
"577","TTS","South Suburban College -- Learning Resources Center","SSC","https://catalog.swanlibraries.net/tts","July",2014,"4","tts",123,180,67,2,0,372,0.000148557138789507,"TTS South Suburban College",1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,39,,,,0,,,,,,,,,,,,47,12
"578","WCS","Westchester Public Library","XBR","https://catalog.swanlibraries.net/wcs","July",2014,"26","wcs",3490,3316,877,45,0,7728,0.00308615475420782,"WCS Westchester",22,2,17,6,0,6,5,12,4,13,10,9,0,5,2,11,3,12,3,3,0,39,4,0,0,0,39,8,5,2,20,2,7,1,17,5,11,6,1,3,87,11,9,3,27,6,48,6,17,2,0,0,19,1,21,1,23,5,0,14,2,3,1,5,1,23,16,1,1,12,2,34,7,49,7,1,1,32,5,27,2,19,2,1,0,6,0,10,2,0,5,3,14,3,8,0,7,1,3,3,8,3,82,6,85,12,10,3,4,24,2,16,9,4,0,1,0,12,5,0,0,10,1,3,0,,4,1,12,5,5,0,8,5,5,0,0,8,2,1,1,1,0,0,19,9,3,0,18,7,0,0,0,0,30,5,2,1,56,12,1454,,,,0,,,,,,,,,,,,2180,53
"579","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","July",2014,"302","wms",9688,9585,2240,370,3,21886,0.00874011166544932,"WMS Westmont",31,6,23,2,0,8,0,29,6,24,6,5,2,12,0,18,3,23,5,11,4,66,3,0,0,0,64,7,2,4,29,2,11,2,25,3,12,5,3,1,123,19,13,5,25,10,69,2,20,5,0,0,14,6,35,3,22,10,0,26,6,22,6,11,0,30,6,7,4,29,2,55,7,123,9,6,0,43,8,21,2,20,1,1,0,12,2,12,4,5,21,4,29,13,7,0,16,4,13,7,11,6,115,10,103,25,25,8,6,33,5,16,12,2,1,3,1,25,11,3,0,18,3,11,1,,19,3,24,4,3,1,11,4,14,1,0,14,4,5,2,4,0,0,20,5,2,1,54,20,0,2,17,9,0,0,13,0,97,10,2249,,,,0,,,,,,,,,,,,1352,123
"580","WOS","Worth Public Library District","XBR","https://catalog.swanlibraries.net/wos","July",2014,"270","wos",1148,1071,239,64,1,2523,0.00100755285259658,"WOS Worth",22,2,8,3,0,4,0,7,2,8,2,1,0,0,1,7,1,9,0,5,0,26,1,0,0,0,22,0,6,0,14,4,2,0,10,1,1,0,3,0,29,1,5,1,9,5,20,2,4,1,0,0,7,2,5,2,12,4,0,4,1,3,0,1,1,9,2,4,0,6,0,18,4,26,2,4,0,15,1,9,0,6,0,0,0,2,0,2,0,0,6,2,10,3,2,0,1,0,1,0,2,1,99,33,41,4,10,1,2,12,0,4,3,2,0,3,0,2,2,1,0,5,1,3,0,,8,5,9,0,1,1,9,2,12,1,0,1,1,0,3,0,0,0,8,0,2,0,17,4,0,0,6,1,16,4,0,0,13,4,785,,,,0,,,,,,,,,,,,321,36
"581","WRS","Woodridge Public Library","XBR","https://catalog.swanlibraries.net/wrs","July",2014,"519","wrs",18382,18254,7231,287,0,44154,0.017632773941161,"WRS Woodridge",54,4,49,14,0,9,5,46,30,55,7,15,0,16,3,33,2,40,2,9,2,119,7,0,0,0,130,13,30,5,87,16,9,4,60,9,18,4,15,4,267,18,28,10,47,34,145,14,32,10,0,0,45,6,43,20,63,17,0,39,10,31,5,15,5,47,10,14,5,26,3,91,16,178,27,4,3,63,19,66,6,38,1,0,0,30,2,25,7,2,28,6,50,16,12,0,37,7,10,7,11,6,234,22,213,51,42,10,10,59,6,35,14,11,0,1,1,24,9,17,0,29,10,10,7,,27,8,32,11,10,2,26,9,21,8,0,33,7,8,5,2,1,0,44,16,4,0,92,70,0,0,25,6,136,25,15,3,0,0,4163,,,,0,,,,,,,,,,,,2503,213
"582","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","August",2014,"438","ads",5008,5174,1245,183,0,11610,0.00580237442557243,"ADS Acorn",0,0,24,7,0,8,2,13,11,36,5,10,1,6,1,15,3,13,3,5,1,54,5,0,0,0,47,7,7,0,14,1,8,0,20,4,12,4,12,6,94,8,10,3,11,8,59,4,19,11,0,0,21,5,21,4,29,12,0,10,4,10,2,5,1,26,1,7,2,8,1,35,8,58,9,7,1,22,5,23,3,9,0,0,0,7,0,17,1,3,8,4,17,5,6,0,16,1,4,6,7,4,75,14,67,27,9,1,10,32,4,12,13,4,2,2,1,6,0,2,0,17,2,7,1,0,10,1,17,8,7,3,13,5,10,0,0,12,2,4,1,4,1,0,13,2,6,2,53,15,0,0,10,1,46,10,4,2,56,6,,,,0,,,,,,,,"ads",0,0,9,9,588,135
"583","AMS","Alsip-Merrionette Park Public Library District","XBR","https://catalog.swanlibraries.net/ams","August",2014,"1369","ams",6395,6486,1257,186,1,14325,0.00715926043465332,"AMS Alsip",19,3,0,0,0,5,0,15,5,17,3,2,0,5,0,10,1,13,2,5,1,40,1,0,1,0,30,2,7,1,10,5,3,3,14,2,4,1,4,2,67,6,10,0,8,3,32,3,21,4,0,0,16,0,13,1,25,2,0,12,2,9,2,3,0,9,6,7,1,14,1,25,7,63,6,3,2,25,2,16,0,3,1,0,0,10,0,10,2,0,7,0,17,0,6,0,11,3,4,2,4,1,64,3,49,9,6,1,4,26,1,10,5,4,0,1,1,2,0,4,0,8,3,1,0,0,7,2,16,0,0,2,7,3,6,0,0,9,0,1,1,4,2,0,9,0,2,0,19,10,0,1,6,1,32,2,2,0,36,3,,,,0,,,,,,,,,,,,,1923,112
"584","BCS","Beecher Community Library District","XBR","https://catalog.swanlibraries.net/bcs","August",2014,"3","bcs",1389,1327,397,14,0,3127,0.0015627928362416,"BCS Beecher",7,0,11,2,0,0,0,6,1,6,3,1,0,1,0,2,1,6,0,0,2,17,0,0,0,0,13,3,1,2,12,2,3,0,7,0,3,3,2,1,32,3,6,0,5,2,5,2,2,1,0,0,4,1,5,0,6,2,0,9,2,10,0,1,2,8,2,0,2,2,1,9,1,21,3,4,1,10,0,5,0,3,2,2,0,2,0,3,3,0,1,1,3,0,0,0,5,3,2,1,3,0,28,1,15,8,6,0,2,9,1,7,0,2,0,0,1,1,0,0,0,5,1,4,0,0,3,1,5,1,1,0,2,1,7,3,0,4,3,3,0,2,0,0,6,0,0,0,5,3,0,0,7,2,6,1,3,1,14,1,,,,0,,,,,,,,,,,,,80,13
"585","BFS","Brookfield Public Library","XBR","https://catalog.swanlibraries.net/bfs","August",2014,"1391","bfs",7056,6969,1625,146,0,15796,0.00789442777143343,"BFS Brookfield",23,8,17,9,0,6,2,0,0,29,3,2,1,9,3,19,4,25,2,8,4,57,7,0,0,0,64,19,8,6,31,7,9,5,24,10,12,4,5,5,136,12,16,3,33,13,64,9,25,6,0,0,22,8,35,12,40,3,0,18,5,12,3,9,3,40,6,18,3,19,12,48,11,89,7,4,3,51,18,50,3,22,6,2,0,13,1,9,5,0,21,3,25,6,11,0,18,5,11,7,6,1,104,14,130,29,18,4,10,43,7,11,14,6,3,1,1,9,2,8,1,13,4,12,3,0,18,2,26,9,6,0,17,9,15,6,0,12,7,5,5,1,1,0,19,8,1,2,48,30,0,0,23,4,56,11,5,2,67,19,,,,0,,,,,,,,,,,,,1284,133
"586","BIS","Blue Island Public Library","XBR","https://catalog.swanlibraries.net/bis","August",2014,"432","bis",5072,5155,2022,196,2,12447,0.00622068513997416,"BIS Blue Island",17,6,10,9,0,2,2,17,8,0,0,13,1,7,0,16,2,19,3,4,2,50,8,0,0,0,40,4,17,2,31,5,5,3,19,1,13,10,5,0,71,4,7,1,24,10,33,4,7,3,0,0,20,0,9,5,29,8,0,29,2,11,1,8,2,18,3,8,0,23,2,38,2,56,2,3,1,32,4,16,4,12,3,1,0,12,2,13,1,1,12,0,14,2,6,0,18,1,5,3,10,1,99,6,72,36,13,4,7,21,1,19,5,3,1,4,1,5,2,10,1,20,1,12,3,0,19,2,25,1,2,1,7,3,24,0,0,10,1,4,4,2,0,0,11,2,1,1,39,23,0,0,11,2,41,4,7,1,52,6,,,,0,,,,,,,,,,,,,565,138
"587","BKS","Berkeley Public Library","XBR","https://catalog.swanlibraries.net/bks","August",2014,"411","bks",1042,1050,181,81,0,2354,0.0011764676483891,"BKS Berkeley",9,3,7,2,0,1,0,11,1,1,2,0,0,2,0,7,1,2,1,11,0,16,0,0,0,0,9,4,1,1,11,3,1,0,4,2,4,2,3,2,24,2,2,0,4,7,13,3,7,2,0,0,5,0,4,1,3,5,0,1,0,5,2,13,2,7,0,0,1,3,0,20,1,32,2,1,0,9,0,7,4,3,0,0,0,5,1,2,0,0,4,1,6,0,6,0,9,0,5,0,2,3,17,2,22,12,4,0,2,4,0,3,2,1,0,5,0,0,3,0,1,5,1,2,1,0,1,3,4,3,2,0,4,1,4,0,0,1,1,0,2,3,0,0,4,1,0,0,7,6,0,0,3,1,14,1,1,0,15,4,,,,0,,,,,,,,,,,,,565,31
"588","BPS","Bedford Park Public Library District","XBR","https://catalog.swanlibraries.net/bps","August",2014,"409","bps",1042,1050,364,46,0,2502,0.00125043417853421,"BPS Bedford Park",4,0,6,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,1,0,4,0,2,0,1,0,2,0,3,1,2,0,14,0,2,0,1,1,7,1,3,1,0,0,2,1,1,1,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,5,0,9,0,0,0,3,0,5,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,1,1,0,2,11,0,6,2,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,3,0,0,1,2,0,0,0,1,0,3,0,0,0,10,1,,,,0,,,,,,,,,,,,,473,4
"589","BRS","Broadview Public Library District","XBR","https://catalog.swanlibraries.net/brs","August",2014,"435","brs",3047,3031,649,140,0,6867,0.00343194704396261,"BRS Broadview",4,0,1,5,0,1,0,2,0,5,1,1,0,3,0,0,0,2,0,1,0,5,1,0,0,0,12,3,0,0,3,1,0,0,4,0,4,0,0,1,12,3,1,0,2,1,10,5,3,0,0,0,7,0,3,2,3,2,0,4,1,7,0,0,0,2,0,5,0,2,1,9,0,9,0,0,0,5,3,2,2,4,1,1,0,1,0,0,0,0,4,0,6,2,3,0,0,1,1,1,0,0,14,3,15,6,1,1,2,5,0,1,1,0,0,2,0,1,0,1,0,0,0,2,3,0,9,1,1,1,0,1,2,0,4,2,0,3,2,2,0,2,0,0,3,0,2,0,3,2,0,0,2,2,7,0,1,0,6,6,,,,0,,,,,,,,,,,,,539,35
"590","BVS","Bridgeview Public Library","XBR","https://catalog.swanlibraries.net/bvs","August",2014,"551","bvs",1428,1384,393,16,0,3221,0.00160977157836079,"BVS Bridgeview",5,0,4,0,0,1,2,5,2,7,0,0,0,3,0,2,1,0,0,1,0,12,1,0,0,0,12,0,2,1,2,1,1,0,7,0,2,1,1,0,13,4,3,0,2,0,11,1,1,3,0,0,3,2,4,1,4,1,0,7,0,1,0,1,0,7,1,1,0,7,0,7,2,19,4,3,0,7,1,5,0,6,0,0,0,3,1,3,0,0,1,1,9,2,0,0,1,1,3,0,0,2,22,4,18,4,2,0,2,9,1,2,2,1,0,0,0,5,2,1,0,6,0,0,0,0,2,0,4,1,0,0,3,0,2,1,0,6,1,1,0,0,0,0,4,2,2,0,7,2,0,0,4,2,4,2,1,1,15,0,,,,0,,,,,,,,,,,,,431,60
"591","BWS","Bellwood Public Library","XBR","https://catalog.swanlibraries.net/bws","August",2014,"443","bws",2224,2386,461,78,0,5149,0.00257333556565654,"BWS Bellwood",9,1,18,3,0,5,0,11,2,2,1,3,0,5,1,15,0,9,0,0,0,18,0,0,0,0,27,0,4,0,14,5,1,1,8,0,1,2,3,0,35,0,4,0,6,4,15,3,4,2,0,0,9,2,6,1,5,1,0,12,1,13,0,2,0,4,1,2,0,10,0,20,3,26,2,0,0,7,1,3,2,6,0,0,0,7,0,4,1,0,12,0,7,3,8,0,7,1,1,0,3,0,20,3,39,10,6,1,1,8,1,3,1,1,0,1,0,1,0,5,1,7,0,5,2,0,9,3,7,1,0,1,3,0,8,0,0,3,0,3,0,2,0,0,7,2,2,0,12,5,0,0,9,0,20,9,1,0,28,1,,,,0,,,,,,,,"bws",15,0,0,15,615,51
"592","BYS","Berwyn Public Library","XBR","https://catalog.swanlibraries.net/bys","August",2014,"132","bys",14587,14819,2573,552,7,32538,0.0162616416071728,"BYS Berwyn",38,8,25,8,0,10,1,31,13,29,8,10,0,4,3,16,4,28,4,14,4,0,0,0,0,0,77,11,17,2,38,7,11,5,29,5,13,9,14,3,125,12,17,4,40,31,60,7,14,12,0,0,21,6,28,10,28,12,0,18,6,18,3,13,2,32,7,14,4,17,2,53,20,82,24,8,1,44,17,27,7,24,3,19,0,13,1,7,2,0,11,2,32,11,10,0,28,5,6,9,11,1,128,22,136,26,15,2,12,45,6,20,12,5,4,0,1,11,7,12,2,21,6,9,4,0,11,10,28,5,1,1,13,6,15,5,0,15,5,11,3,5,3,0,21,9,5,2,62,25,0,0,18,8,77,12,3,2,66,13,,,,0,,,,,,,,,,,,,449,281
"593","BZS","Brookfield Zoo -- Library","XBR","https://catalog.swanlibraries.net/bzs","August",2014,,"bzs",11,32,16,1,0,60,2.99864311399092e-05,"BZS Brookfield Zoo",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,,,,0,,,,,,,,,,,,,,2
"594","CAS","Calumet Park Public Library","XBR","https://catalog.swanlibraries.net/cas","August",2014,"2","cas",599,600,206,5,0,1410,0.000704681131787866,"CAS Calumet Park",2,0,1,0,0,0,0,3,0,3,1,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,1,1,1,1,8,1,1,0,0,0,6,0,1,0,5,0,0,3,0,3,0,2,0,0,0,1,1,2,1,0,1,4,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1,0,1,0,0,0,4,0,9,1,2,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,,,,0,,,,,,,,,,,,,162,22
"595","CCS","Calumet City Public Library","XBR","https://catalog.swanlibraries.net/ccs","August",2014,"92","ccs",6327,6243,2039,234,2,14845,0.00741914283786587,"CCS Calumet City",13,3,12,2,0,2,0,12,6,11,0,4,0,4,1,9,0,3,0,2,1,23,1,0,1,0,0,0,10,2,10,1,2,0,16,0,6,1,7,0,52,1,11,1,9,8,27,4,6,2,0,0,7,0,11,3,12,0,0,11,1,9,0,6,0,10,1,3,0,7,1,14,1,39,3,3,0,20,6,7,1,10,0,0,0,6,0,7,1,0,3,0,13,1,2,0,11,0,1,1,4,0,53,3,40,2,9,1,2,13,2,5,5,0,2,1,1,2,0,2,0,3,0,3,0,0,6,0,6,0,1,0,2,1,10,1,0,7,1,1,1,3,0,0,9,1,1,0,24,15,0,0,6,1,15,2,3,0,22,2,,,,0,,,,,,,,,,,,,830,85
"596","CHS","Chicago Heights Public Library","XBR","https://catalog.swanlibraries.net/chs","August",2014,"13","chs",1973,1990,584,86,0,4633,0.00231545225785332,"CHS Chicago Heights",7,1,13,4,0,2,1,3,1,7,5,4,0,0,3,12,0,9,0,5,1,19,0,0,0,0,14,4,0,0,12,4,0,0,6,1,6,3,5,0,36,3,3,0,7,10,14,3,3,3,0,0,13,2,8,2,15,2,0,10,3,4,0,5,2,7,3,1,1,4,0,20,2,23,3,1,1,8,2,6,1,2,1,0,0,9,1,5,1,0,2,2,8,1,4,0,9,1,1,3,3,0,31,11,16,7,5,2,2,13,0,7,2,1,0,3,0,2,0,2,0,6,1,0,2,0,1,3,2,0,0,0,5,2,3,1,0,2,0,8,1,0,0,0,3,5,2,1,7,6,0,0,4,2,16,11,2,0,14,2,,,,0,,,,,,,,,,,,,52,73
"597","CIS","Cicero Public Library","XBR","https://catalog.swanlibraries.net/cis","August",2014,"1073","cis",8077,8389,1553,63,1,18083,0.0090374105717163,"CIS Cicero",20,4,15,6,0,3,1,17,27,32,5,19,3,3,2,20,1,23,8,7,4,66,4,0,0,0,48,14,10,6,0,0,4,4,13,7,4,2,4,3,65,10,8,1,21,15,35,5,8,9,0,0,17,7,17,9,26,18,0,14,3,16,1,8,0,13,8,17,2,23,3,37,12,51,24,2,1,32,17,11,8,8,0,0,0,8,3,10,2,1,18,6,15,3,6,0,36,10,2,8,8,4,81,13,90,45,14,4,4,19,4,11,12,0,5,2,0,4,2,8,2,7,0,12,3,0,11,7,15,7,2,4,12,8,8,2,0,6,4,1,4,2,2,0,8,10,3,1,33,35,0,0,7,3,44,14,1,2,46,17,,,,0,,,,,,,,,,,,,1460,495
"598","CNS","Clarendon Hills Public Library","XBR","https://catalog.swanlibraries.net/cns","August",2014,"7","cns",1940,1986,426,12,0,4364,0.00218101309157606,"CNS Clarendon Hills",21,5,6,2,0,4,2,8,4,5,3,1,1,6,2,5,2,13,2,4,0,16,3,0,0,0,18,6,10,2,15,4,0,0,9,1,5,1,1,2,45,8,5,0,9,7,28,3,9,3,0,0,8,1,10,3,8,6,0,12,2,7,1,3,1,18,0,8,1,5,2,20,3,41,4,3,0,19,3,12,0,8,1,0,0,5,1,11,1,2,3,0,11,1,1,1,12,1,7,3,5,3,29,3,40,8,14,4,0,18,1,4,0,1,0,0,1,4,1,1,0,6,2,3,1,0,5,4,8,4,0,0,5,2,10,2,0,4,0,2,1,0,2,0,14,2,2,0,22,13,0,0,7,3,17,4,4,1,24,7,,,,0,,,,,,,,,,,,,111,55
"599","CRS","Chicago Ridge Public Library","XBR","https://catalog.swanlibraries.net/crs","August",2014,"62","crs",4126,4134,1125,106,2,9493,0.00474435318018597,"CRS Chicago Ridge",13,3,12,10,0,0,2,6,1,13,2,4,1,2,0,10,1,13,2,6,2,30,3,0,0,0,32,2,7,0,17,4,1,1,0,0,1,2,6,1,47,2,3,1,7,8,25,4,12,4,0,0,14,1,13,2,18,6,0,14,3,6,1,5,1,8,3,8,2,10,1,18,3,39,2,0,1,16,2,6,1,11,1,0,0,5,3,9,1,0,5,2,18,1,4,0,6,2,7,1,4,4,40,5,52,18,13,3,3,21,5,11,3,1,0,2,1,4,1,0,0,6,1,1,1,0,6,1,8,1,1,0,5,2,13,1,0,7,2,0,3,1,1,0,14,0,2,0,18,11,0,0,4,2,30,5,6,1,33,7,,,,0,,,,,,,,"crs",50,0,0,50,304,90
"600","CTS","Crete Public Library District","XBR","https://catalog.swanlibraries.net/cts","August",2014,"1322","cts",3477,3651,1313,53,0,8494,0.00424507910170648,"CTS Crete",14,3,11,10,0,4,3,11,4,9,2,4,2,4,1,5,1,12,1,6,3,25,3,0,0,0,27,5,9,3,12,8,5,3,8,4,0,0,2,5,54,10,14,4,11,10,33,4,12,2,0,0,11,8,16,2,9,2,0,6,5,14,1,5,1,16,7,6,2,7,1,29,6,65,10,2,1,22,4,14,2,9,0,0,0,7,0,4,3,1,11,2,16,3,4,0,8,4,4,1,2,2,59,6,60,8,10,2,0,24,3,11,6,3,2,2,1,5,1,6,2,12,5,2,2,0,16,2,21,6,3,2,5,1,9,2,0,12,4,4,0,3,3,0,7,3,6,1,30,11,0,0,15,1,25,11,3,0,36,8,,,,0,,,,,,,,"cts",147,0,0,147,1438,58
"601","CWS","Crestwood Public Library District","XBR","https://catalog.swanlibraries.net/cws","August",2014,"1380","cws",1595,1563,406,26,0,3590,0.00179418812987123,"CWS Crestwood",9,1,11,6,0,2,0,6,0,4,1,2,0,4,1,3,1,6,0,1,0,15,2,0,0,0,13,1,2,0,7,0,0,0,7,4,4,1,0,0,16,1,3,1,4,1,7,1,7,0,0,0,5,2,9,1,2,3,0,7,3,3,0,1,1,8,1,3,0,3,0,9,1,9,3,0,0,6,0,3,0,2,0,0,0,2,0,2,0,0,1,0,6,1,0,0,2,1,2,0,0,1,14,3,21,2,2,2,0,6,0,4,3,3,0,0,0,0,1,0,0,3,0,1,0,0,2,0,1,2,2,0,1,4,5,1,0,4,1,0,1,3,1,0,1,0,0,1,9,3,0,0,3,2,8,2,3,2,10,1,,,,0,,,,,,,,,,,,,1647,20
"602","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","August",2014,"605","dgs",33490,33181,6300,813,5,73789,0.0368778127897127,"DGS Downers Grove",93,24,69,21,0,19,9,76,27,72,15,35,2,36,5,43,6,71,6,20,2,200,24,0,0,0,154,26,49,12,73,17,31,8,78,16,27,22,29,7,0,0,40,4,82,42,158,12,67,21,0,0,75,15,72,23,120,33,0,50,10,52,4,40,3,87,22,25,17,52,1,143,20,263,37,18,1,134,32,85,10,44,10,2,0,45,5,56,9,0,41,9,79,16,25,3,51,3,26,12,18,15,354,26,367,82,75,9,11,100,9,67,35,28,2,5,2,22,9,9,0,80,9,32,7,0,28,9,72,23,16,6,36,11,53,5,0,33,9,12,9,11,1,0,79,19,19,5,135,55,0,5,61,8,151,29,29,5,242,37,,,,0,,,,,,,,,,,,,1200,214
