"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","dgs","dgsj","dos","dosj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","czs","czsj","rosj","bzsj","mjs","mls","ors","orsj","ehs","ehsj","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"304","OPS","Oak Park Public Library -- Main Library","XBR","https://catalog.swanlibraries.net/ops","April",2014,"1123",,,,,,,,,"OPS Oak Park Main",118,22,87,34,0,22,9,119,18,98,22,19,4,30,8,73,4,75,7,21,2,192,13,0,0,0,210,23,41,6,105,21,31,4,79,11,36,11,21,12,484,42,28,7,106,29,218,19,57,20,0,0,78,18,106,19,115,35,0,69,6,53,4,22,5,116,28,23,9,48,6,193,29,299,37,10,5,145,27,102,7,46,3,4,0,36,1,32,8,0,38,8,114,28,25,1,43,14,27,12,0,0,431,30,0,0,0,0,51,153,5,73,26,13,5,6,6,75,12,8,3,76,16,42,7,0,31,10,128,11,15,4,40,13,62,5,0,48,12,12,6,13,3,0,71,13,8,2,158,77,0,11,65,9,172,27,18,6,306,70,7136,,,0,,,,,,,,,,,,,,271
"305","OZS","Oak Park Public Library -- Maze Branch Library","XBR","https://catalog.swanlibraries.net/ozs","April",2014,"98","ozs",1,2,1,0,0,4,1.91520249435973e-06,"OZS Oak Park Maze",35,8,39,14,0,10,2,36,17,26,6,5,6,13,2,26,4,30,5,14,3,67,1,0,0,0,68,9,15,6,40,5,7,5,17,2,10,5,7,5,135,17,14,3,27,11,77,13,29,12,0,0,21,8,59,9,33,6,0,18,4,13,3,11,2,37,9,8,6,14,1,61,11,78,18,5,1,52,5,27,3,17,2,2,0,9,0,21,2,0,13,4,42,6,7,0,19,2,12,3,0,0,129,11,0,0,0,0,0,64,9,28,8,6,3,1,0,18,7,0,1,26,9,8,1,0,4,2,34,10,5,3,15,2,10,2,0,13,4,2,1,3,3,0,48,10,3,2,57,39,0,0,16,10,47,8,5,1,79,19,2378,,,0,,,,,,,,,,,,,1,29
"306","PCS","Prairie State College -- Library","XBR","https://catalog.swanlibraries.net/pcs","April",2014,"117","pcs",777,738,314,9,0,1838,0.000880035546158295,"PCS Prairie State College",0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,2,0,0,0,0,0,3,0,1,0,1,0,0,1,0,3,0,1,1,2,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,6,0,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,2,0,1,0,4,0,80,,,0,,,,,,,,"pcs",121,0,171,292,248,105
"307","PFS","Park Forest Public Library","XBR","https://catalog.swanlibraries.net/pfs","April",2014,"1688","pfs",6009,6096,1238,259,1,13603,0.00651312488269385,"PFS Park Forest",26,2,28,8,0,5,1,19,11,20,5,1,0,9,1,22,1,21,1,13,0,49,2,0,1,0,84,8,13,1,31,2,4,2,23,2,16,3,5,0,120,9,10,6,26,8,66,1,14,3,0,0,24,1,23,1,34,6,0,21,1,10,2,13,1,38,5,15,0,25,0,50,3,109,6,6,1,40,2,29,3,24,0,0,0,9,0,3,1,0,12,2,72,4,7,1,20,3,3,2,4,1,135,8,105,13,12,2,3,0,0,13,2,2,0,1,0,17,4,2,0,14,0,9,1,0,24,2,24,3,2,0,11,2,23,1,0,9,0,5,0,2,0,0,24,4,1,1,48,19,0,1,13,6,60,3,6,0,70,3,2050,,,0,,,,,,,,,,,,,4629,87
"308","PHS","Palos Heights Public Library","XBR","https://catalog.swanlibraries.net/phs","April",2014,"3214","phs",4298,4378,1261,171,0,10108,0.00483971670324703,"PHS Palos Heights",28,4,29,8,0,9,0,18,4,15,3,1,0,13,1,5,0,22,1,2,1,43,3,0,0,0,39,6,9,2,16,6,8,1,19,6,12,2,4,0,60,11,4,0,26,7,30,5,22,6,0,0,12,3,19,7,22,5,0,18,1,7,2,9,0,24,7,5,2,17,0,47,1,46,6,5,1,27,2,18,4,12,0,0,0,8,0,11,2,0,11,3,30,7,2,0,11,3,4,3,7,2,44,5,55,13,14,0,3,28,4,0,0,4,1,2,1,11,4,1,1,20,2,6,1,0,11,0,26,7,4,0,4,0,5,2,0,2,4,4,0,2,1,0,13,3,4,2,42,11,0,3,6,11,34,2,2,0,50,12,1431,,,0,,,,,,,,,,,,,7165,30
"309","PPS","Palos Park Public Library","XBR","https://catalog.swanlibraries.net/pps","April",2014,"376","pps",943,919,365,10,0,2237,0.00107107699497068,"PPS Palos Park",8,1,6,1,0,2,0,5,6,2,0,2,0,4,0,3,0,4,2,1,1,11,2,0,1,0,12,5,3,1,0,1,1,2,5,0,2,5,4,2,22,2,1,0,3,0,8,5,5,0,0,0,0,1,3,0,6,2,0,2,0,1,1,0,0,6,0,3,0,5,0,12,3,15,0,0,0,5,1,6,1,6,1,0,0,4,0,4,1,0,3,1,6,0,1,0,4,0,0,2,4,0,16,0,14,5,5,0,1,6,1,6,6,0,0,1,0,4,4,0,0,2,0,2,0,0,2,1,3,3,0,1,2,0,3,2,0,0,0,1,0,0,0,0,2,1,0,1,17,6,0,0,4,1,7,1,2,1,14,3,412,,,0,,,,,,,,,,,,,1741,15
"310","PSS","University Park Public Library District","XBR","https://catalog.swanlibraries.net/pss","April",2014,"439","pss",333,348,119,2,0,802,0.000383998100119126,"PSS University Park",7,1,1,4,0,1,0,1,2,5,4,2,0,2,0,23,0,1,1,4,1,19,0,0,1,0,4,4,1,2,5,3,0,0,0,5,5,6,0,0,11,4,0,4,2,3,11,1,4,1,0,0,4,4,5,2,4,6,0,5,1,2,4,1,1,3,4,1,0,3,0,6,2,14,4,0,0,1,2,4,3,14,0,0,0,0,0,3,1,0,1,0,13,6,4,0,1,3,0,0,1,0,11,0,12,4,0,0,1,11,2,3,0,0,2,0,0,3,2,0,4,6,1,0,1,0,8,0,0,1,0,2,0,1,3,3,0,0,1,0,1,3,0,0,5,3,0,0,6,6,0,0,1,5,23,2,1,1,8,9,445,,,0,,,,,,,,,,,,,834,31
"311","PTS","Prairie Trails Public Library District","XBR","https://catalog.swanlibraries.net/pts","April",2014,"3770","pts",3580,3699,788,140,0,8207,0.00392951671780257,"PTS Prairie Trails",19,5,14,9,0,4,1,24,11,21,2,3,1,9,1,14,0,18,0,4,1,42,5,0,0,0,33,6,6,1,17,4,2,1,17,4,11,1,6,1,83,6,9,1,16,13,42,0,21,8,0,0,18,1,11,7,24,6,0,16,6,17,1,6,1,21,10,10,1,11,0,23,4,58,10,6,0,23,9,17,1,7,0,0,0,4,1,12,2,0,7,5,28,5,5,0,22,2,5,3,12,3,79,10,51,17,9,2,8,33,7,12,5,0,0,0,0,0,0,1,1,8,1,15,1,0,10,4,12,2,4,1,6,0,8,2,0,5,4,1,0,0,1,0,10,2,5,1,31,27,0,0,9,1,35,5,4,0,39,10,1457,,,0,,,,,,,,,,,,,7440,82
"312","RDS","Riverdale Public Library District","XBR","https://catalog.swanlibraries.net/rds","April",2014,"550","rds",1490,1394,124,10,0,3018,0.00144502028199442,"RDS Riverdale",3,0,4,1,0,0,0,4,1,7,0,3,0,1,0,9,0,5,0,0,1,6,0,0,0,0,24,2,2,0,8,0,1,0,4,1,3,0,0,0,24,0,3,0,6,2,13,1,2,0,0,0,2,0,2,1,2,0,0,3,3,3,0,1,0,2,2,1,0,4,0,10,1,15,3,1,0,8,0,6,0,2,0,0,0,1,0,0,0,0,2,0,10,0,3,0,4,0,2,0,2,0,18,1,13,1,2,0,2,6,2,5,2,0,0,1,0,2,1,0,0,2,0,0,0,0,3,0,1,1,2,0,2,0,1,0,0,6,1,0,0,1,0,0,4,2,0,0,12,6,0,0,2,0,12,0,3,0,20,1,375,,,0,,,,,,,,,,,,,619,70
"313","RFS","River Forest Public Library","XBR","https://catalog.swanlibraries.net/rfs","April",2014,"608","rfs",4161,4209,1184,128,0,9682,0.00463574763759772,"RFS River Forest",27,6,15,6,0,2,1,13,6,18,5,1,1,5,1,6,3,12,4,6,1,38,9,0,0,0,29,6,5,7,12,6,5,1,17,1,5,3,7,2,71,13,3,3,14,8,25,4,11,8,0,0,17,8,12,7,16,4,0,10,4,5,1,6,2,23,5,3,4,10,3,30,6,50,12,2,1,28,7,24,5,14,2,0,0,11,0,9,7,0,5,3,18,6,9,1,4,2,4,4,9,1,61,11,81,15,17,4,6,35,4,14,8,1,1,3,0,11,7,3,2,0,0,7,1,0,5,3,21,7,3,2,6,3,15,2,0,5,1,5,3,2,3,0,21,3,7,0,26,12,0,2,11,6,23,5,4,2,47,14,1427,,,0,,,,,,,,"rfs",42,114,0,156,710,44
"314","RGS","River Grove Public Library District","XBR","https://catalog.swanlibraries.net/rgs","April",2014,"584","rgs",2132,2088,474,55,0,4749,0.00227382416142859,"RGS River Grove",7,1,6,3,0,3,0,2,2,8,2,1,0,3,0,7,0,6,2,1,0,16,1,0,1,0,12,0,1,1,5,4,3,2,5,2,6,0,3,0,46,2,8,0,11,9,35,2,6,2,0,0,3,1,7,1,11,0,0,6,0,3,0,3,1,9,3,3,0,4,0,8,1,24,2,1,0,5,0,11,0,4,0,0,0,2,0,2,0,0,6,1,7,0,5,1,8,0,4,0,2,1,32,2,15,2,1,3,1,14,0,9,0,0,0,2,0,5,1,0,0,6,2,0,0,0,0,1,11,2,0,0,0,0,6,0,0,6,1,2,0,2,0,0,2,0,1,1,16,1,0,0,1,1,12,0,3,0,22,3,576,,,0,,,,,,,,,,,,,586,22
"315","ROS","William Leonard Public Library District","XBR","https://catalog.swanlibraries.net/ros","April",2014,,"ros",8,8,0,1,0,17,8.13961060102885e-06,"ROS William Leonard",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,22,,,0,,,,,,,,,,,,,,9
"316","RPS","Richton Park Public Library District","XBR","https://catalog.swanlibraries.net/rps","April",2014,"73","rps",2349,2553,632,99,0,5633,0.00269708391268209,"RPS Richton Park",19,2,12,1,0,0,1,8,0,9,1,0,0,2,0,4,0,5,0,3,1,17,5,0,0,0,22,9,8,0,17,0,2,1,12,0,8,4,3,1,43,4,6,0,10,5,15,2,12,0,0,0,6,2,8,2,16,1,0,6,1,10,2,6,0,7,2,2,2,5,2,15,7,16,3,4,0,19,2,6,1,3,0,0,0,2,0,4,1,0,3,1,21,4,7,0,7,0,1,0,0,1,39,5,24,6,7,2,5,13,3,11,4,2,0,0,0,1,2,1,0,9,1,4,1,0,0,0,6,0,0,0,3,1,7,0,0,2,1,1,0,6,0,0,5,1,0,0,11,8,0,0,3,0,17,3,2,1,20,3,723,,,0,,,,,,,,"rps",47,0,0,47,306,72
"317","RSS","Riverside Public Library","XBR","https://catalog.swanlibraries.net/rss","April",2014,"3774","rss",2105,2247,785,30,0,5167,0.00247396282208918,"RSS Riverside",17,3,12,1,0,2,2,17,8,18,1,4,1,11,1,15,3,18,1,2,3,32,2,0,0,0,36,8,12,2,16,3,2,1,16,0,8,3,5,2,60,9,6,1,19,5,34,3,9,3,0,0,14,3,13,4,24,5,0,6,0,5,1,6,0,18,1,3,0,8,7,24,1,60,5,3,1,29,3,20,2,7,1,2,0,10,0,6,1,0,6,0,19,1,2,0,11,1,5,3,6,1,63,5,55,5,13,6,4,25,0,13,4,3,2,0,0,7,1,3,0,11,1,3,1,0,3,2,0,0,2,2,4,3,9,2,0,12,2,5,0,0,0,0,18,3,2,0,26,9,0,2,7,0,41,3,1,2,41,3,1214,,,0,,,,,,,,,,,,,7422,49
"318","SAS","Summit Public Library District","XBR","https://catalog.swanlibraries.net/sas","April",2014,"6","sas",479,487,231,5,0,1202,0.000575518349555098,"SAS Summit",1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,2,1,1,0,1,0,4,1,0,0,0,4,4,0,0,2,2,0,1,0,0,0,2,1,1,12,2,1,0,2,0,2,1,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,2,0,4,0,4,1,3,1,6,1,1,0,1,0,2,1,0,1,0,0,2,0,1,1,0,1,0,4,1,1,0,1,0,0,1,0,0,6,0,8,1,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,3,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,2,1,0,0,1,2,0,0,1,1,5,3,1,0,5,2,164,,,0,,,,,,,,,,,,,23,56
"319","SFS","Stickney-Forest View Public Library District","XBR","https://catalog.swanlibraries.net/sfs","April",2014,"7","sfs",2315,2292,293,52,0,4952,0.00237102068801734,"SFS Stickney-Forest View",9,4,6,2,0,3,0,12,4,5,2,4,0,6,1,3,0,10,0,3,1,15,1,0,0,0,19,1,5,1,14,3,1,1,8,2,4,4,2,2,37,3,2,0,7,3,13,1,9,5,0,0,5,1,3,1,9,0,0,5,1,5,1,6,0,7,1,2,1,4,1,14,0,31,2,5,0,10,3,6,2,9,0,0,0,7,0,3,4,0,4,0,6,1,2,0,11,1,4,4,1,2,41,5,20,7,5,4,2,11,1,7,4,1,1,0,0,3,1,2,0,4,5,0,3,0,4,5,7,0,1,0,0,0,6,2,0,8,1,1,1,2,0,0,10,1,2,1,15,7,0,0,5,3,24,2,0,0,10,2,670,,,0,,,,,,,,"sfs",4,0,0,4,116,53
"320","SHS","South Holland Public Library","XBR","https://catalog.swanlibraries.net/shs","April",2014,"1071","shs",4329,4250,1246,71,0,9896,0.00473821097104597,"SHS South Holland",15,1,14,9,0,1,1,8,5,7,4,4,2,4,2,16,1,6,1,7,2,35,3,1,0,0,29,6,6,0,18,3,3,1,3,2,11,2,5,3,45,7,11,3,7,5,18,2,7,5,0,0,5,4,8,2,17,4,0,12,3,8,1,4,1,15,5,3,2,10,0,29,4,39,6,1,0,8,4,10,0,9,1,1,0,5,3,4,1,1,9,2,14,9,8,0,3,0,1,2,5,0,34,4,26,12,6,4,6,23,2,6,6,0,1,1,0,5,3,1,3,9,0,2,0,0,12,3,6,2,1,0,5,2,0,0,0,3,1,0,1,2,0,0,6,4,1,0,23,20,0,0,3,2,22,4,2,0,24,7,944,,,0,,,,,,,,,,,,,4753,120
"321","SPS","Schiller Park Public Library","XBR","https://catalog.swanlibraries.net/sps","April",2014,"535","sps",1646,1681,414,12,0,3753,0.00179693874033302,"SPS Schiller Park",2,4,9,0,0,0,0,7,4,3,3,1,1,2,0,2,0,2,1,0,0,10,0,0,0,0,4,2,4,1,4,1,1,1,3,1,0,2,2,0,20,3,3,0,4,3,10,2,1,0,0,0,9,0,8,3,8,0,0,2,0,4,1,0,0,2,4,0,0,2,0,7,3,13,6,0,0,7,1,4,1,4,0,0,0,1,0,2,0,0,4,1,5,0,4,0,4,2,1,1,1,0,12,1,14,5,3,2,3,6,1,1,2,1,0,1,0,1,3,0,0,1,1,3,0,0,1,0,4,0,1,0,1,1,0,2,0,0,0,2,0,2,0,0,0,1,0,0,8,6,0,0,2,0,11,2,2,0,7,1,353,,,0,,,,,,,,,,,,,697,55
"322","STS","Steger-South Chicago Heights Public Library District","XBR","https://catalog.swanlibraries.net/sts","April",2014,"498","sts",1240,1283,237,14,0,2774,0.00132819292983847,"STS Steger-S. Chicago Heights",8,0,13,3,0,2,1,2,4,7,1,3,0,2,1,4,0,3,2,1,0,5,2,0,0,0,9,2,2,0,6,2,2,2,9,0,5,2,1,0,19,2,3,0,3,0,12,1,3,5,0,0,9,1,9,2,5,1,0,6,1,5,0,2,0,1,6,5,0,3,0,9,1,12,3,4,0,4,2,4,2,1,1,0,0,0,0,4,0,0,2,3,8,5,3,0,6,0,2,1,1,1,13,0,15,8,0,0,0,5,1,2,1,1,0,0,0,1,2,0,0,5,0,5,0,0,3,3,4,2,1,0,3,0,7,0,0,2,1,0,0,0,0,0,6,1,0,0,8,4,0,0,7,0,8,0,1,0,11,2,422,,,0,,,,,,,,"sts",103,0,0,103,2491,37
"323","SVS","Nancy L. McConathy Public Library District","XBR","https://catalog.swanlibraries.net/svs","April",2014,,"svs",919,944,83,75,0,2021,0.000967656060275253,"SVS Nancy McConathy",5,2,8,2,0,0,1,6,1,2,0,2,1,2,1,8,0,0,0,0,0,11,1,0,0,0,2,7,4,1,2,2,1,0,4,1,5,1,4,1,13,6,0,0,2,5,6,4,5,4,0,0,2,0,3,3,5,2,0,0,0,5,1,3,0,8,2,1,5,2,1,9,2,5,1,0,0,2,3,2,2,3,2,0,0,0,2,3,3,0,0,2,10,5,2,0,3,0,1,1,0,2,6,3,7,12,2,2,2,4,1,2,3,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3,3,0,0,0,2,10,0,0,1,0,1,0,0,0,0,1,2,2,0,7,11,0,0,0,0,11,0,0,0,3,2,349,,,0,,,,,,,,,,,,,33,31
"324","TBS","Tinley Park Public Library -- Bookmobile","XBR","","April",2014,"3","tbs",597,543,83,7,0,1230,0.000588924767015617,"TBS Tinley Park bookmobile",1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,44,,,0,,,,,,,,,,,,,48,
"325","TFS","Thomas Ford Memorial Library","XBR","https://catalog.swanlibraries.net/tfs","April",2014,"585","tfs",3731,3901,1054,53,0,8739,0.00418423864955242,"TFS Thomas Ford",27,6,31,7,0,6,3,16,7,26,6,5,0,5,2,13,4,18,2,4,1,38,6,0,0,0,30,7,3,9,16,8,5,1,16,2,12,5,5,0,87,19,3,1,14,13,32,9,19,10,0,0,14,7,13,8,31,5,0,12,3,9,4,6,1,35,8,5,7,13,2,32,12,64,9,5,3,30,10,20,4,13,5,0,0,15,1,8,4,0,7,1,20,5,4,4,15,3,5,6,8,8,89,14,77,29,12,11,4,25,7,20,10,7,5,0,1,13,11,2,1,20,4,7,1,0,7,2,20,9,3,0,9,4,10,1,0,10,4,2,2,4,1,0,0,0,3,1,42,14,0,0,13,2,36,9,4,1,66,16,1728,,,0,,,,,,,,,,,,,839,21
"326","THS","Thornton Public Library","XBR","https://catalog.swanlibraries.net/ths","April",2014,"4","ths",409,431,119,13,0,972,0.000465394206129414,"THS Thorton",1,1,3,2,0,0,0,1,3,1,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,3,1,2,0,1,1,0,0,3,0,1,0,0,0,3,2,1,0,1,1,2,0,2,0,0,0,2,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,3,0,0,5,1,2,1,0,1,3,0,3,0,3,0,0,0,1,0,0,2,0,0,0,3,2,0,0,0,0,0,1,1,1,4,1,4,1,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,1,0,0,0,4,0,117,,,0,,,,,,,,,,,,,31,6
"327","TPS","Tinley Park Public Library","XBR","https://catalog.swanlibraries.net/tps","April",2014,"3948","tps",16470,16879,4326,202,1,37878,0.0181360100203394,"TPS Tinley Park",78,16,80,37,0,14,6,57,17,71,14,17,1,17,3,48,6,44,12,27,3,132,15,0,0,0,109,28,26,10,65,19,14,12,53,7,28,19,10,12,261,37,34,5,38,24,137,15,44,10,0,0,54,10,47,15,90,11,0,40,8,39,5,17,1,72,20,19,0,33,8,107,19,179,24,12,2,92,29,69,9,28,5,3,0,28,3,36,16,0,18,9,77,17,21,0,40,5,25,11,11,6,263,28,183,36,29,8,9,78,11,29,13,9,3,1,0,38,16,9,7,33,8,8,5,0,31,12,51,12,8,3,27,8,46,3,0,30,4,12,3,17,2,0,48,13,7,0,0,0,0,1,32,7,123,18,12,4,148,36,4664,,,0,,,,,,,,,,,,,7923,158
"328","TTS","South Suburban College -- Learning Resources Center","SSC","https://catalog.swanlibraries.net/tts","April",2014,"24","tts",269,276,112,4,0,661,0.000316487212192945,"TTS South Suburban College",1,1,1,0,0,1,0,4,0,4,1,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,2,1,0,0,3,0,0,0,2,0,1,0,1,0,6,0,5,0,0,2,4,1,0,1,0,0,0,0,1,0,3,0,0,2,0,1,0,1,0,2,0,0,1,0,0,3,1,9,0,0,0,3,1,2,1,1,0,0,0,0,0,1,0,0,0,0,3,1,2,0,1,0,0,0,0,0,7,0,5,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,1,0,1,0,123,,,0,,,,,,,,,,,,,157,53
"329","WCS","Westchester Public Library","XBR","https://catalog.swanlibraries.net/wcs","April",2014,"617","wcs",2877,2954,842,48,1,6722,0.00321849779177152,"WCS Westchester",27,1,11,5,0,1,1,13,5,12,2,2,0,5,1,9,0,8,2,2,1,32,7,2,0,0,31,5,7,1,14,2,5,6,12,4,8,4,3,2,61,5,2,2,19,8,42,3,14,1,0,0,9,3,16,6,16,3,0,7,9,6,2,5,2,16,3,3,1,9,2,20,2,54,4,2,3,22,3,15,2,12,3,1,0,11,0,4,3,0,13,2,27,8,4,1,11,2,2,3,6,1,60,5,65,17,10,5,4,25,2,11,4,4,1,0,1,14,5,0,0,3,6,2,2,0,6,2,30,0,1,0,9,4,9,2,0,4,2,6,0,4,0,0,12,8,2,1,24,10,0,0,0,0,32,5,1,0,49,11,1249,,,0,,,,,,,,,,,,,1453,51
"330","WMS","Westmont Public Library","XBR","https://catalog.swanlibraries.net/wms","April",2014,"677","wms",8798,9143,2497,333,3,20774,0.00994660415445725,"WMS Westmont",25,4,36,5,0,6,6,28,5,28,5,5,1,7,2,14,2,22,2,9,4,51,6,0,0,0,51,7,14,2,26,7,8,4,32,2,12,10,7,2,125,20,11,0,28,13,58,3,16,6,0,0,20,4,20,6,31,3,0,18,5,22,2,10,0,33,20,5,1,10,3,52,15,92,9,6,3,30,10,25,2,13,1,0,0,21,1,8,2,0,9,1,27,10,6,0,21,2,6,3,4,4,107,8,80,31,19,3,4,37,8,18,4,4,1,1,0,20,8,4,1,18,3,9,3,0,10,7,24,8,3,0,8,5,22,2,0,6,4,6,2,2,0,0,18,4,1,0,37,23,0,0,17,3,0,0,6,0,75,10,2027,,,0,,,,,,,,,,,,,3369,86
"331","WOS","Worth Public Library District","XBR","https://catalog.swanlibraries.net/wos","April",2014,"573","wos",1119,1105,269,52,0,2545,0.00121854758703638,"WOS Worth",18,3,5,6,0,4,0,15,3,10,0,2,0,1,1,4,0,11,0,4,0,14,0,1,0,0,14,1,4,0,8,2,0,0,12,3,8,1,3,0,29,0,5,0,7,5,12,0,7,1,0,0,8,1,7,3,10,0,0,6,1,4,0,0,1,4,3,3,1,5,1,18,2,27,0,2,0,16,0,6,0,3,0,0,0,3,0,3,0,0,4,0,15,7,0,0,6,1,2,2,6,0,62,10,16,3,1,1,5,23,0,14,11,1,0,0,0,4,0,0,0,3,0,3,0,0,6,2,6,0,1,0,4,1,3,0,0,3,1,2,1,4,0,0,2,0,1,0,9,7,0,0,2,1,11,3,0,0,24,2,658,,,0,,,,,,,,,,,,,662,27
"332","WRS","Woodridge Public Library","XBR","https://catalog.swanlibraries.net/wrs","April",2014,"4068","wrs",15722,16096,5868,299,2,37987,0.0181881992883108,"WRS Woodridge",58,9,57,20,0,5,9,59,20,50,14,12,1,17,2,29,2,38,3,19,3,110,10,0,0,0,120,14,30,3,54,16,6,7,46,4,21,6,15,5,230,28,19,4,50,50,125,19,39,12,0,0,40,11,52,17,51,7,0,35,5,35,1,11,2,54,22,22,4,30,7,95,12,193,23,3,3,81,21,54,3,17,2,5,0,44,5,19,6,0,10,4,77,21,16,0,48,3,8,6,8,4,219,24,163,41,27,9,11,94,8,34,14,9,0,3,3,24,6,2,0,35,13,17,7,0,17,13,50,13,8,3,22,3,27,6,0,18,7,8,2,7,0,0,42,13,5,1,110,98,0,0,25,3,129,14,7,0,0,0,4081,,,0,,,,,,,,,,,,,8896,156
"333","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","May",2014,"52","ads",4089,4117,1200,151,0,9557,0.00524807981342601,"ADS Acorn",0,0,24,10,0,1,1,10,7,18,1,2,1,2,2,14,2,13,1,10,1,30,3,0,0,0,34,4,9,1,15,6,6,0,20,4,7,2,6,0,51,12,6,1,13,9,35,7,10,6,0,0,19,7,20,5,26,5,0,16,1,18,2,7,0,13,3,12,1,15,1,30,7,61,7,5,0,23,10,13,1,8,0,0,0,13,1,15,2,0,3,1,22,3,6,0,13,2,9,6,5,0,68,9,68,8,6,0,3,17,2,14,3,5,0,0,0,9,2,4,1,6,1,2,2,0,5,0,13,4,3,1,4,4,11,2,0,8,3,4,0,3,0,0,20,2,3,2,44,20,0,0,15,2,21,4,2,0,41,14,1339,,,0,,,,,,,,"ads",0,0,11,11,521,80
