"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","czs","czsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"11","BYS","Berwyn Public Library","XBR","https://catalog.swanlibraries.net/bys","January",2012,187,"bys",17594,16759,2402,763,3,37521,0.0142260201077463,"BYS Berwyn",32,4,41,9,0,1,3,26,13,24,29,7,1,14,5,11,2,12,4,4,1,0,0,0,0,0,39,14,8,10,39,4,6,1,26,10,17,11,3,4,0,0,126,27,19,2,128,47,16,20,60,3,37,15,0,0,33,12,25,2,26,7,0,16,5,14,1,12,3,43,7,8,6,12,2,54,15,103,16,5,6,29,7,37,3,9,4,1,0,21,1,8,5,0,0,16,14,37,6,1,1,30,8,10,13,5,0,69,17,92,23,36,18,23,1,7,31,3,20,11,7,4,1,0,31,12,2,1,14,7,3,1,0,0,6,3,32,12,9,1,17,8,14,2,0,11,5,9,4,6,2,0,22,4,0,1,38,23,0,0,14,6,41,15,5,6,74,35,2493,,,,,,,,720,259
"12","BZS","Brookfield Zoo -- Library","XBR","https://catalog.swanlibraries.net/bzs","January",2012,,"bzs",5,13,4,4,0,26,9.8578535433865e-06,"BZS Brookfield Zoo",1,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,4,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,1,2,0,2,2,1,0,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,1,2,1,0,0,0,5,2,85,,,,,,,,,4
"13","CAS","Calumet Park Public Library","XBR","https://catalog.swanlibraries.net/cas","January",2012,,"cas",793,767,384,3,0,1947,0.000738201571114366,"CAS Calumet Park",2,0,5,0,0,0,0,0,0,9,0,0,0,0,1,13,0,1,0,6,0,4,0,0,0,0,13,0,1,0,5,0,2,0,3,0,1,1,0,0,0,0,22,1,7,0,18,2,2,0,9,0,2,0,0,0,4,0,1,1,3,2,0,8,1,2,0,6,1,2,1,2,0,2,0,6,0,11,2,2,0,5,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,4,2,0,0,1,0,1,0,1,0,6,0,13,1,1,0,1,0,2,2,0,1,0,1,0,1,1,3,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,5,3,0,0,2,0,9,0,0,0,5,0,276,,,,,,,,146,28
"14","CCS","Calumet City Public Library","XBR","https://catalog.swanlibraries.net/ccs","January",2012,85,"ccs",7255,6889,2002,249,3,16398,0.00621727240017122,"CCS Calumet City",9,1,10,2,0,3,0,16,5,15,8,1,0,4,0,18,2,10,0,7,1,29,0,0,0,0,0,0,4,1,20,2,2,0,12,1,10,1,4,0,0,0,46,4,7,3,66,13,9,7,36,2,10,0,0,0,16,1,11,3,17,4,0,12,2,12,1,9,0,17,2,7,1,9,1,25,6,46,4,2,0,18,2,11,2,2,1,0,0,1,0,4,0,0,0,9,1,31,7,1,0,16,4,1,0,3,1,39,3,36,4,32,3,4,2,5,17,0,6,1,5,0,2,1,13,1,7,2,7,0,4,1,0,0,6,1,11,1,1,0,8,0,10,3,0,4,3,0,1,1,0,0,9,0,0,1,26,5,0,1,10,2,34,1,0,0,31,2,1091,,,,,,,,775,152
"15","CHS","Chicago Heights Public Library","XBR","https://catalog.swanlibraries.net/chs","January",2012,84,"chs",2345,2259,523,100,1,5228,0.0019821868586471,"CHS Chicago Heights",11,0,19,5,0,4,1,4,3,9,6,2,0,1,1,13,0,5,1,2,0,24,1,0,0,0,18,1,0,0,12,4,0,3,12,2,17,3,2,1,0,0,43,4,1,4,61,12,11,10,12,2,5,5,0,0,11,0,7,3,12,5,0,8,3,8,0,13,0,9,8,4,0,9,2,33,3,35,6,2,0,8,5,4,0,2,0,0,0,7,1,6,3,0,0,7,0,15,3,2,0,8,0,3,0,2,3,22,2,44,13,19,2,6,3,5,19,0,13,1,0,1,0,0,1,0,0,0,12,3,2,2,0,0,5,1,11,8,1,0,5,2,10,3,0,5,1,3,0,2,1,0,6,2,2,0,22,10,0,0,3,1,31,1,3,0,35,2,963,,,,,,,,229,122
"16","CIS","Cicero Public Library","XBR","https://catalog.swanlibraries.net/cis","January",2012,193,"cis",10162,9726,1420,223,0,21531,0.00816344017856364,"CIS Cicero",20,3,27,21,0,1,4,22,16,30,31,13,2,4,2,18,2,9,2,11,8,55,6,0,0,0,41,9,7,6,0,0,12,0,23,3,24,3,4,0,0,1,64,13,8,1,105,42,19,33,31,9,29,14,0,0,25,3,18,8,22,17,0,18,5,19,4,12,1,27,6,10,6,18,1,45,14,72,16,7,0,34,23,28,6,6,1,0,0,10,5,6,2,1,1,20,8,31,19,2,0,58,5,5,3,11,10,42,9,102,28,32,11,15,3,6,31,3,12,9,3,2,1,0,14,8,5,2,9,6,3,1,0,0,7,13,14,4,3,0,13,6,10,3,0,12,4,3,0,4,0,0,15,3,1,1,32,25,0,0,10,3,68,7,3,3,82,9,2192,,,,,,,,662,417
"17","CNS","Clarendon Hills Public Library","XBR","https://catalog.swanlibraries.net/cns","January",2012,3,"cns",1745,1712,284,18,1,3760,0.00142559728165897,"CNS Clarendon Hills",5,1,12,6,0,3,0,7,2,8,5,2,1,4,1,4,2,2,0,2,0,10,2,0,0,0,13,2,2,1,9,2,0,0,9,2,9,4,2,1,0,0,29,8,3,1,42,9,7,6,13,2,7,4,0,0,10,3,7,1,6,0,0,7,1,4,3,4,1,11,3,1,6,2,0,24,3,37,4,1,1,16,1,5,1,7,1,0,0,5,0,9,0,1,1,3,0,16,4,2,1,1,2,4,2,4,0,17,4,38,6,18,4,8,2,1,14,3,8,3,1,0,0,0,5,0,1,1,12,2,5,1,0,0,2,0,11,4,1,1,5,1,8,1,0,2,1,0,0,1,1,0,11,3,0,0,12,4,0,0,6,1,9,3,5,0,25,4,768,,,,,,,,676,19
"18","CRS","Chicago Ridge Public Library","XBR","https://catalog.swanlibraries.net/crs","January",2012,704,"crs",4779,4539,858,150,0,10326,0.00391508444957727,"CRS Chicago Ridge",12,0,19,2,0,3,0,19,4,13,14,7,1,4,1,9,4,10,0,5,0,39,6,0,0,0,26,9,9,1,18,5,6,2,0,0,12,1,3,2,0,0,56,11,6,1,71,12,14,8,26,6,22,5,0,0,18,1,11,7,22,4,0,14,1,10,0,6,0,22,3,5,0,12,2,29,2,71,5,5,0,8,4,20,3,8,0,0,0,11,0,11,0,1,2,8,3,13,2,1,0,23,2,2,2,7,3,54,1,70,11,28,5,10,3,0,21,0,17,3,3,0,0,1,14,10,0,0,11,6,2,2,0,0,1,4,14,3,2,1,9,2,9,0,0,9,6,5,1,1,0,0,6,3,1,0,24,9,0,1,9,4,23,1,4,1,38,7,1358,,,"crs",56,0,0,56,899,53
"19","CTS","Crete Public Library District","XBR","https://catalog.swanlibraries.net/cts","January",2012,37,"cts",4025,3960,1080,117,1,9183,0.00348171804188147,"CTS Crete",15,1,25,11,0,5,1,9,7,11,5,3,0,6,0,9,1,8,0,2,1,23,1,0,0,0,33,1,14,4,19,7,7,3,24,1,0,0,2,0,0,0,70,9,10,4,74,20,10,8,19,1,25,4,0,0,19,4,18,1,21,16,0,15,7,14,3,7,0,15,6,6,2,18,3,21,8,52,7,5,1,18,2,16,2,3,2,0,0,10,2,8,0,1,3,5,3,21,7,2,0,12,3,8,1,6,0,41,7,74,8,37,6,11,0,4,17,3,17,8,6,2,2,0,14,5,3,1,6,0,4,0,0,1,2,4,13,4,5,1,5,1,14,2,0,12,5,1,0,5,0,0,17,6,3,0,38,9,0,0,6,7,36,7,8,1,52,6,1464,,,,,,,,276,61
"20","CWS","Crestwood Public Library District","XBR","https://catalog.swanlibraries.net/cws","January",2012,17,"cws",2030,1968,417,19,0,4434,0.00168114317736061,"CWS Crestwood",11,1,4,6,0,4,1,9,1,12,2,0,0,3,0,6,1,5,1,3,2,20,1,0,0,0,9,2,2,0,8,2,2,3,7,1,6,2,0,0,0,0,36,6,2,1,51,8,9,3,10,0,12,2,0,0,9,3,7,0,8,0,0,7,3,8,1,4,0,9,2,4,0,10,0,14,5,23,3,2,0,8,2,8,1,1,1,0,0,6,1,1,0,0,0,4,0,8,3,0,0,9,0,0,1,3,2,43,5,19,6,13,5,7,1,0,6,3,3,1,2,0,0,0,3,4,0,0,4,1,3,1,1,0,6,0,7,0,0,0,3,2,6,1,0,9,1,2,0,2,0,0,7,2,2,0,11,2,0,0,12,0,14,1,1,1,18,3,702,,,,,,,,192,35
"21","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","January",2012,1074,"dgs",37575,36924,4956,928,9,80392,0.0304804831561511,"DGS Downers Grove",94,8,97,21,0,41,9,92,40,80,66,33,1,32,8,37,15,52,8,22,0,190,17,0,0,0,169,25,38,29,109,29,38,12,116,9,69,14,27,7,0,0,0,0,53,7,454,90,75,38,180,13,108,31,0,0,89,16,67,24,115,32,0,66,8,70,2,33,4,152,19,34,12,79,15,220,30,312,31,20,4,136,21,116,15,32,5,9,0,61,3,37,3,3,8,57,8,132,32,5,0,98,13,23,12,41,8,335,24,395,70,211,14,77,10,22,109,6,110,17,23,3,8,4,86,21,6,0,67,11,23,7,1,1,28,13,96,17,15,3,36,9,53,2,0,49,6,35,3,7,1,0,80,24,8,0,172,52,0,0,48,15,196,24,24,1,270,48,8031,,,,,,,,1403,188
"22","DOS","Dolton Public Library District","XBR","https://catalog.swanlibraries.net/dos","January",2012,32,"dos",2285,2124,479,60,0,4948,0.00187602535894909,"DOS Dolton",3,0,15,1,0,2,0,6,0,13,6,4,0,3,0,9,1,4,0,6,0,19,0,0,0,0,20,2,2,0,8,1,1,0,9,1,6,1,4,1,0,0,33,1,0,0,33,0,5,12,20,0,10,0,0,0,14,1,4,0,14,0,0,14,0,7,0,4,1,8,0,2,0,2,0,6,0,34,6,0,0,5,0,6,0,1,0,0,0,4,0,1,0,1,0,4,0,16,3,1,0,5,0,3,0,0,0,13,0,32,3,11,0,3,0,2,8,0,5,0,2,0,1,0,4,3,4,0,3,0,1,0,0,0,2,1,5,1,1,0,7,0,4,1,0,1,0,1,0,4,0,0,0,0,0,0,11,1,0,0,3,0,16,0,2,0,19,4,608,,,,,,,,270,100
"23","EPS","Elmwood Park Public Library","XBR","https://catalog.swanlibraries.net/eps","January",2012,70,"eps",2929,2713,754,57,1,6454,0.00244702256803909,"EPS Elmwood Park",15,4,19,13,0,4,5,29,8,18,17,7,1,7,1,13,1,6,3,6,0,54,10,0,2,0,31,8,13,1,34,2,6,3,25,4,7,15,5,5,0,0,97,22,14,4,141,32,0,0,55,7,28,9,0,0,23,6,16,6,39,9,0,23,6,21,6,6,2,38,19,7,3,17,1,63,9,81,18,5,2,27,4,14,6,9,2,0,0,16,0,7,2,0,1,11,5,36,10,1,0,22,4,8,2,17,1,74,11,115,27,37,19,24,3,5,44,7,22,7,5,4,1,2,14,4,1,1,15,4,15,5,1,0,11,3,22,6,2,1,22,5,16,4,0,19,4,4,1,9,1,0,17,5,0,1,47,21,0,0,12,8,55,9,3,0,70,22,2309,,,,,,,,620,92
"24","ESS","Eisenhower Public Library District","XBR","https://catalog.swanlibraries.net/ess","January",2012,159,"ess",13357,13529,3778,954,5,31623,0.0119898039462504,"ESS Eisenhower",25,1,49,12,0,14,2,37,17,31,11,12,0,14,1,25,2,24,2,14,0,50,6,0,0,0,64,11,9,4,55,12,12,2,44,6,28,8,8,3,0,0,160,12,16,1,171,38,43,27,0,0,43,7,0,0,31,5,28,8,37,8,0,35,2,27,3,25,2,47,5,12,7,26,3,70,9,128,16,11,0,38,6,37,5,6,0,0,0,25,1,16,0,1,5,21,4,57,10,4,1,33,3,5,7,15,2,151,12,145,34,79,11,23,3,16,54,6,35,11,6,0,4,2,27,3,3,1,26,4,11,0,1,0,12,1,48,14,3,0,25,5,9,5,0,21,4,6,2,6,1,0,20,5,6,0,69,21,0,0,21,7,63,3,9,5,93,17,3149,,,,,,,,485,112
"25","EVS","Evergreen Park Public Library","XBR","https://catalog.swanlibraries.net/evs","January",2012,470,"evs",6026,5634,744,177,1,12582,0.00477044281857265,"EVS Evergreen Park",17,1,23,10,0,3,0,22,5,17,13,3,0,9,6,6,2,4,3,4,1,31,6,0,0,0,32,3,7,3,25,4,4,1,15,2,12,2,6,3,0,0,70,13,10,1,73,14,14,15,38,1,0,0,0,0,11,1,7,3,19,6,0,15,4,16,1,10,1,21,5,5,2,9,1,24,4,55,7,1,0,26,7,19,3,9,2,0,0,8,0,3,2,2,2,4,3,27,16,1,0,11,4,3,3,5,1,66,5,69,17,44,4,13,5,3,27,3,9,7,2,2,1,1,16,2,1,2,12,0,9,1,0,0,9,1,16,4,0,1,14,2,8,1,0,7,1,11,0,1,1,0,10,7,0,1,28,9,0,0,13,0,25,4,2,2,38,7,1487,,,,,,,,765,92
"26","FMS","Flossmoor Public Library","XBR","https://catalog.swanlibraries.net/fms","January",2012,45,"fms",7671,7488,1155,140,0,16454,0.00623850470011082,"FMS Flossmoor",25,1,43,5,0,7,4,23,11,17,5,8,0,13,2,6,0,5,2,7,0,41,5,0,0,0,46,4,7,3,40,6,7,0,18,3,15,2,6,1,0,0,83,2,6,2,88,16,17,8,34,2,41,4,0,0,0,0,17,3,27,6,0,15,1,14,1,8,1,42,5,5,0,23,1,56,7,90,8,3,0,18,7,19,2,10,1,0,0,19,1,6,0,0,4,13,1,43,4,1,0,14,1,7,5,11,4,88,7,110,13,28,6,22,3,6,27,10,32,1,8,2,4,0,22,5,0,0,16,2,5,0,0,0,11,1,34,6,3,0,9,1,17,1,0,8,3,4,1,6,0,0,20,6,3,0,49,5,0,0,13,2,57,5,3,0,61,9,1970,,,"fms",13,0,0,13,439,42
"27","FPD","Franklin Park Public Library District","XGV","http://lnco.ent.sirsi.net/client/franklinpark","January",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"28","FPS","Forest Park Public Library","XBR","https://catalog.swanlibraries.net/fps","January",2012,86,"fps",6894,6854,1529,110,0,15387,0.00583395355661877,"FPS Forest Park",19,1,30,7,0,2,1,22,4,13,5,4,1,5,1,12,1,11,1,5,2,34,3,0,0,0,27,5,7,0,15,5,7,2,20,2,7,6,1,4,0,0,66,7,6,0,74,17,13,8,39,2,26,5,0,0,21,4,0,0,20,2,0,18,4,8,0,14,1,32,0,6,0,12,2,39,7,79,6,4,0,24,9,22,1,10,0,1,0,7,0,5,2,0,3,18,0,26,7,3,0,20,1,6,4,7,1,59,0,84,19,32,2,13,3,5,21,1,14,5,1,3,2,0,11,2,0,0,13,1,5,2,1,0,10,1,13,4,1,2,10,2,8,1,0,6,1,3,0,2,0,0,15,3,0,0,25,10,0,0,7,1,36,5,4,0,41,4,1525,,,,,,,,179,82
